project_name,first_donation_date,-8月,-7月,-6月,-5月,-4月,-3月,-2月,-1月,0月,+1月,+2月,+3月,+4月,+5月,+6月,+7月,+8月
kuma-ui,2023-08-05T18:49:07.371Z,0,0,0,0,3,56,156,321,350,156,114,69,35,36,5,2,2
visual-regression-tracker,2021-02-24T09:09:31.791Z,4,19,38,25,15,14,42,28,64,68,9,6,13,12,16,18,11
dbatools,2019-07-09T15:13:59.442Z,3,1,1,0,1,0,2,0,1,1,3,0,0,0,1,0,0
modulestf,2019-06-08T14:48:53.633Z,0,2,0,0,1,0,0,3,0,0,0,0,0,7,0,0,0
gdal,2022-04-05T19:42:02.897Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duostories,2023-08-17T00:11:01.343Z,3,0,0,2,9,9,2,18,4,7,0,21,3,11,9,7,2
falcon,2018-10-06T16:14:40.026Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vllm,2024-05-01T07:26:22.904Z,1,1,1,2,4,0,6,5,1,1,4,3,1,0,3,2,2
lark,2021-03-23T02:21:36.503Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beercss,2023-04-06T07:27:35.894Z,23,10,9,41,63,31,5,4,31,46,63,27,40,62,19,27,19
cassowary,2022-02-22T16:30:29.591Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infection,2020-10-18T21:02:34.553Z,0,110,81,3,4,16,14,84,155,85,18,15,5,1,4,9,0
feedback-prime,2022-03-30T04:04:32.567Z,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0
pymc,2021-06-14T21:27:30.439Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cadcad1,2020-05-17T10:34:51.778Z,10,0,0,1,9,14,8,9,29,26,28,48,25,5,1,1,16
stylus,2022-06-25T03:32:49.899Z,4,10,11,4,9,5,3,27,11,6,13,21,3,0,12,23,18
casljs,2020-02-03T05:24:22.810Z,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,31
mwmbl,2022-02-02T16:12:25.718Z,0,0,0,0,0,0,34,10,6,2,0,0,1,29,0,0,2
typia,2022-10-24T10:42:32.894Z,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,1
leafletjs,2022-05-25T14:51:15.930Z,0,0,121,42,77,51,59,183,53,12,11,8,54,168,28,31,32
validatorjs,2019-01-30T16:42:20.377Z,10,4,3,3,5,4,3,4,1,0,0,15,4,13,14,40,10
scipy,2022-04-05T20:39:19.137Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyke-osai,2023-09-29T18:39:38.945Z,27,24,25,18,10,7,22,26,39,24,38,30,16,31,40,39,26
allthingslinux,2024-06-10T21:43:40.917Z,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,6,11
aiogram,2019-05-24T20:52:54.117Z,0,0,0,0,0,4,2,3,4,2,13,21,1,24,6,0,12
retrospring,2023-01-30T18:00:47.887Z,0,38,95,117,82,127,89,98,214,134,52,37,31,37,40,34,30
accounts-js,2018-07-23T01:39:35.188Z,1,13,0,1,60,6,25,2,3,0,0,7,13,51,55,53,35
lesspass,2017-11-16T14:04:44.134Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accounts-js,2018-07-23T01:39:35.188Z,1,13,0,1,60,6,25,2,3,0,0,7,13,51,55,53,35
infyomlabs,2019-11-16T12:20:27.644Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jreleaser,2021-07-14T15:15:24.064Z,0,0,0,0,0,0,8,0,0,0,0,17,0,2,3,0,12
bot-whatsapp,2023-01-11T18:06:14.835Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
webpd,2022-06-15T15:10:29.313Z,0,0,0,1,0,0,0,0,9,0,0,2,0,0,0,0,0
the-gita-initiative,2022-01-25T02:55:52.448Z,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,1,0
htop,2021-06-01T02:04:17.432Z,2,1,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0
comunica-association,2021-10-15T08:40:15.874Z,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caddy-security,2022-05-18T12:08:21.309Z,0,0,0,0,0,100,94,85,143,97,18,57,58,24,56,22,25
jotai,2020-12-16T03:42:41.652Z,0,0,0,0,0,0,3,0,0,0,0,0,30,34,50,30,9
tech-interview-handbook,2019-12-04T04:52:00.874Z,1,0,0,1,11,20,0,0,11,8,2,4,0,10,1,0,0
single-spa,2020-01-30T21:33:37.866Z,8,2,9,9,6,0,0,37,6,9,65,26,32,9,8,47,30
commanded,2019-05-17T15:01:50.027Z,18,30,14,4,31,17,20,12,31,9,20,12,8,13,13,10,1
swag,2019-03-15T18:36:49.334Z,5,0,1,0,4,0,0,2,33,0,19,12,26,6,10,5,7
projectsend,2022-10-28T10:39:15.919Z,20,21,28,47,12,35,18,38,74,89,10,38,28,19,24,29,31
jotai,2020-12-16T03:42:41.652Z,0,0,0,0,0,0,3,0,0,0,0,0,30,34,50,30,9
npkill,2019-08-28T20:24:55.399Z,0,0,0,0,0,0,0,1,104,5,10,2,1,3,1,7,31
napi-rs,2023-01-26T23:10:14.056Z,13,2,22,8,12,4,2,1,1,4,13,0,2,2,0,2,11
probe-rs,2020-11-23T20:51:45.190Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scikit-learn,2022-04-05T20:38:00.485Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
probe-rs,2020-11-23T20:51:45.190Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
railways,2024-04-08T22:12:19.279Z,87,114,42,72,40,25,18,39,81,43,31,16,19,9,17,3,4
resxresourcemanager,2018-10-29T10:41:17.509Z,0,0,0,0,9,0,29,46,36,5,26,17,9,18,35,16,2
tom-select,2021-03-10T05:13:52.847Z,0,0,1,2,0,0,10,33,44,6,40,25,23,42,33,20,25
tom-select,2021-03-10T05:13:52.847Z,0,0,1,2,0,0,10,33,44,6,40,25,23,42,33,20,25
oatpp,2020-08-25T00:50:38.141Z,0,1,0,0,0,0,17,7,17,70,59,50,32,51,43,55,18
database_consistency,2022-01-26T05:21:43.361Z,0,0,4,3,0,55,15,11,23,0,0,5,2,0,0,2,7
pywebview,2021-01-20T21:33:24.286Z,13,2,4,0,0,0,46,4,0,0,1,0,0,0,0,0,1
pywebview,2021-01-20T21:33:24.286Z,13,2,4,0,0,0,46,4,0,0,1,0,0,0,0,0,1
linearmouse,2022-02-16T10:38:20.445Z,0,0,0,0,0,0,0,0,0,9,13,21,35,51,41,23,19
stdlib,2023-11-17T14:10:02.043Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrow,2020-12-10T12:42:21.874Z,98,40,109,77,54,93,52,212,142,34,112,92,101,61,40,26,62
hrea,2022-04-22T20:24:20.014Z,0,1,2,1,1,22,54,49,91,79,207,139,84,17,14,0,0
jsdelivr,2021-11-01T16:20:04.098Z,0,0,0,0,0,0,0,0,2,199,39,35,33,26,174,69,29
fast-check,2021-10-11T15:12:47.087Z,39,20,15,4,12,8,0,2,10,5,0,6,2,7,9,21,17
katex,2021-08-31T11:43:10.517Z,123,4,0,39,7,25,0,0,23,0,59,76,37,122,45,112,22
katex,2021-08-31T11:43:10.517Z,123,4,0,39,7,25,0,0,23,0,59,76,37,122,45,112,22
ossia,2020-03-20T21:48:59.733Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
docksal,2020-08-25T00:38:50.480Z,84,78,49,59,32,115,39,95,42,20,48,43,28,9,24,56,14
polymc,2022-03-29T08:06:31.209Z,0,0,0,0,0,7,109,138,56,136,244,131,67,235,247,534,209
planby,2023-04-08T18:13:54.098Z,0,17,2,11,9,7,5,20,11,3,6,2,11,12,5,9,13
lamdu,2022-03-23T01:54:01.836Z,1,2,2,2,5,21,4,17,6,3,4,1,1,6,1,5,0
polymc,2022-03-29T08:06:31.209Z,0,0,0,0,0,7,109,138,56,136,244,131,67,235,247,534,209
jsketcher-ad3d,2022-07-14T23:54:20.287Z,0,1,1,8,6,3,3,24,6,23,4,16,6,14,2,3,12
docksal,2020-08-25T00:38:50.480Z,84,78,49,59,32,115,39,95,42,20,48,43,28,9,24,56,14
writefreely,2021-05-10T13:40:16.282Z,36,36,7,32,19,12,27,35,22,47,17,9,10,1,6,14,17
passkit-generator,2020-09-02T03:34:20.605Z,1,0,0,0,35,16,0,0,14,7,1,6,12,14,13,0,3
discord4j,2020-08-11T00:12:24.934Z,9,73,9,43,107,115,27,77,26,46,55,37,35,48,16,84,33
kairos-research-lab,2022-11-11T21:20:15.887Z,0,0,0,0,0,0,11,0,30,3,8,0,0,0,0,7,2
devstaff,2020-12-15T12:17:43.729Z,2,0,0,0,0,1,8,24,2,1,0,71,0,2,2,0,0
vuepress,2019-10-03T09:03:38.866Z,22,40,24,4,33,2,41,70,30,22,11,9,9,44,16,17,9
multitheftauto,2022-04-07T02:23:27.392Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgru,2022-02-02T06:01:09.039Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vuepress,2019-10-03T09:03:38.866Z,22,40,24,4,33,2,41,70,30,22,11,9,9,44,16,17,9
community,2020-01-17T15:08:19.994Z,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
bumbag,2020-07-20T03:28:44.357Z,0,0,0,0,0,0,0,0,8,103,18,12,2,6,5,13,35
intelowl-project,2022-12-27T21:13:38.393Z,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
awesome-ttrss,2019-07-23T07:11:34.572Z,0,0,0,1,23,8,19,17,15,40,20,20,23,34,27,9,42
hanami,2022-03-23T11:24:09.176Z,9,0,2,28,38,3,28,15,7,8,6,51,54,43,17,47,129
badaso,2021-08-04T02:15:28.111Z,0,0,0,0,0,14,19,8,4,17,5,24,6,6,31,51,2
badaso,2021-08-04T02:15:28.111Z,0,0,0,0,0,14,19,8,4,17,5,24,6,6,31,51,2
vadimdemedes,2022-02-09T20:31:32.712Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vadimdemedes,2022-02-09T20:31:32.712Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sympy,2021-06-16T13:35:18.278Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freshos,2017-10-20T14:37:14.668Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaffy,2020-07-29T23:26:04.040Z,0,0,0,0,0,0,143,148,21,11,32,25,13,8,7,8,10
php-standard-library,2021-06-21T19:44:22.691Z,239,18,7,26,136,165,50,63,44,26,4,26,46,86,122,8,28
activeadmin,2019-02-02T17:17:19.999Z,0,0,10,33,73,25,72,6,11,21,6,8,17,17,4,14,31
openapi-ts,2024-07-11T23:51:26.263Z,27,6,15,17,13,8,8,61,27,72,13,18,95,187,248,170,160
pygad,2021-01-04T15:03:21.556Z,21,7,0,0,5,4,5,0,6,2,3,5,7,5,1,3,14
gdevelop-community,2024-01-11T17:22:01.419Z,0,0,0,0,0,32,162,158,173,60,92,40,43,71,222,120,215
scikit-image,2022-05-05T19:49:34.994Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
platypus,2021-05-03T05:09:58.730Z,0,3,0,0,7,0,20,12,36,0,33,49,23,18,4,11,22
platypus,2021-05-03T05:09:58.730Z,0,3,0,0,7,0,20,12,36,0,33,49,23,18,4,11,22
scikit-image,2022-05-05T19:49:34.994Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
manyfold,2024-03-28T15:45:19.835Z,3,9,4,0,2,0,0,1,3,7,33,5,1,4,9,13,1
mapletestimony,2023-02-13T16:43:42.431Z,10,19,64,17,26,30,34,12,41,124,263,53,136,203,63,125,96
prism,2019-12-10T00:59:10.028Z,0,0,0,0,0,0,0,35,7,0,0,1,0,3,0,0,0
redom,2018-03-05T09:31:25.793Z,46,30,10,3,54,5,29,11,0,43,0,3,14,6,8,2,47
ucs,2024-07-31T15:13:40.148Z,3,23,5,0,0,4,52,3,1,2,1,0,1,0,12,0,4
markdown-it,2022-01-25T02:38:00.576Z,10,10,27,49,5,12,9,30,40,3,23,17,24,9,20,20,7
prism,2019-12-10T00:59:10.028Z,0,0,0,0,0,0,0,35,7,0,0,1,0,3,0,0,0
markdown-it,2022-01-25T02:38:00.576Z,10,10,27,49,5,12,9,30,40,3,23,17,24,9,20,20,7
cheton,2018-10-14T00:31:55.921Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flow-launcher,2022-07-06T04:46:42.955Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
gwdevhub_collective,2023-12-15T06:44:35.169Z,18,16,18,8,81,27,33,7,22,4,6,9,103,61,63,92,37
xrdp-project,2023-12-21T16:47:23.372Z,16,3,0,0,0,28,7,5,16,13,16,0,9,11,4,4,142
greenshot,2019-09-18T00:33:48.616Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8
hotio_collective,2021-01-17T14:54:00.480Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactfigma,2020-12-22T03:30:46.308Z,38,37,32,24,29,5,14,7,33,23,19,38,23,39,11,22,18
axmol,2024-01-10T04:58:05.127Z,3,0,5,11,6,16,7,30,21,5,7,32,12,12,51,124,156
codecrumbs,2019-02-18T12:27:17.939Z,0,0,0,0,0,0,0,0,0,8,18,16,3,55,13,2,0
openchakra,2020-02-19T04:28:18.651Z,0,0,0,0,0,0,0,2,85,3,6,7,2,0,6,5,22
nextacular,2022-03-22T17:41:17.095Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bitmagnet,2024-06-05T14:52:51.950Z,65,65,21,30,67,116,12,13,29,45,9,20,54,11,10,49,17
hyper-term,2021-09-19T23:01:34.031Z,0,0,0,1,0,0,3,2,0,0,0,0,1,0,3,0,0
assimp,2021-01-25T21:26:28.158Z,10,13,0,0,0,4,0,2,2,2,2,3,11,3,2,5,6
code-spell-checker,2022-02-13T18:24:35.679Z,0,0,31,0,0,0,3,0,14,0,0,0,0,0,0,0,0
sorry-cypress,2020-11-03T02:10:05.590Z,0,1,0,0,5,0,35,16,0,0,33,46,36,94,94,53,40
sorry-cypress,2020-11-03T02:10:05.590Z,0,1,0,0,5,0,35,16,0,0,33,46,36,94,94,53,40
dolibarr,2018-05-31T17:53:09.043Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dolibarr,2018-05-31T17:53:09.043Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vue-stripe-checkout,2020-08-21T00:48:30.000Z,19,9,5,21,44,6,16,46,17,38,20,3,18,38,65,18,31
astropy,2022-04-05T17:27:59.759Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rwf2,2022-06-21T22:30:48.245Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
africarxiv,2020-02-15T22:00:19.355Z,0,0,0,0,0,0,0,11,7,6,4,0,0,0,0,0,0
rekit,2020-07-01T04:26:59.983Z,4,4,10,0,9,7,6,1,1,0,6,0,5,0,0,1,12
openhv,2023-04-08T16:08:58.534Z,3,6,71,218,40,0,0,6,16,1,3,4,43,52,51,12,12
africarxiv,2020-02-15T22:00:19.355Z,0,0,0,0,0,0,0,11,7,6,4,0,0,0,0,0,0
jscpd,2018-12-17T04:29:34.793Z,3,6,16,5,4,23,20,22,21,12,34,18,18,4,12,6,9
jscpd,2018-12-17T04:29:34.793Z,3,6,16,5,4,23,20,22,21,12,34,18,18,4,12,6,9
statoscope,2021-03-10T23:25:18.271Z,0,0,0,9,0,23,0,3,6,0,5,20,34,6,35,93,35
statoscope,2021-03-10T23:25:18.271Z,0,0,0,9,0,23,0,3,6,0,5,20,34,6,35,93,35
mapstruct,2023-09-02T15:04:59.773Z,0,0,10,41,21,2,12,2,7,10,38,157,51,51,67,116,141
mapstruct,2023-09-02T15:04:59.773Z,0,0,10,41,21,2,12,2,7,10,38,157,51,51,67,116,141
tbox,2021-10-21T02:50:50.692Z,8,0,0,6,2,4,1,0,7,7,0,5,2,4,0,7,5
larecipe,2019-03-14T08:02:11.849Z,0,0,105,48,7,7,14,54,35,27,23,11,34,10,69,23,22
unocss,2023-05-05T16:26:42.958Z,32,62,12,4,19,26,29,56,72,17,21,40,44,42,27,22,17
offlineimap-organization,2019-12-07T18:11:14.503Z,36,27,13,2,14,5,12,11,15,22,68,28,36,12,15,28,16
offlineimap-organization,2019-12-07T18:11:14.503Z,36,27,13,2,14,5,12,11,15,22,68,28,36,12,15,28,16
swup,2019-09-29T09:35:08.725Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frontmatter,2022-05-31T18:02:33.450Z,34,0,0,0,0,0,0,0,0,0,0,33,110,66,63,44,18
emplea_do,2018-06-06T03:01:30.620Z,0,0,0,0,0,0,0,0,0,0,11,4,3,0,0,0,0
vifm,2022-05-24T15:54:34.171Z,0,25,48,27,36,17,29,22,31,33,25,37,22,37,74,35,98
safing-portmaster,2023-10-19T13:16:49.439Z,0,0,1,0,0,0,3,17,0,9,9,0,7,5,0,14,0
emplea_do,2018-06-06T03:01:30.620Z,0,0,0,0,0,0,0,0,0,0,11,4,3,0,0,0,0
phoenix-ide,2023-07-17T13:59:53.677Z,1,0,0,0,2,0,0,1,0,0,0,2,0,0,36,31,183
vuepress-theme-hope,2021-09-13T00:38:32.733Z,0,0,0,0,0,2,0,0,0,0,5,0,0,2,15,17,59
vuepress-theme-hope,2021-09-13T00:38:32.733Z,0,0,0,0,0,2,0,0,0,0,5,0,0,2,15,17,59
selenium-jupiter,2019-09-16T17:47:57.584Z,14,8,4,5,2,5,3,0,1,2,7,2,1,1,4,2,15
yii2-widgets,2020-12-16T00:13:42.418Z,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
react-data-table-component,2021-07-13T21:49:09.704Z,81,44,61,42,27,41,25,92,41,89,87,57,35,41,32,27,30
yii2-widgets,2020-12-16T00:13:42.418Z,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
phoenix-ide,2023-07-17T13:59:53.677Z,1,0,0,0,2,0,0,1,0,0,0,2,0,0,36,31,183
javet,2021-11-26T13:42:03.570Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javet,2021-11-26T13:42:03.570Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sophox,2022-12-01T01:43:20.448Z,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
nodeca,2022-07-12T13:49:40.460Z,1,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1
jailer,2020-12-22T09:28:14.102Z,1,0,0,0,10,15,0,3,0,0,2,8,0,0,2,0,1
wireflow,2017-12-04T10:30:35.943Z,0,0,0,0,0,0,0,22,32,0,0,1,7,0,0,0,0
wireflow,2017-12-04T10:30:35.943Z,0,0,0,0,0,0,0,22,32,0,0,1,7,0,0,0,0
pyrogram,2021-10-15T06:14:24.667Z,8,51,12,21,9,1,20,6,5,4,20,42,21,13,33,6,4
dynamoid,2022-04-01T04:03:15.563Z,0,2,7,0,14,5,9,13,8,11,7,16,17,10,22,7,19
react-ace,2017-05-26T19:00:58.820Z,0,0,0,0,0,0,0,0,4,1,0,2,0,2,3,1,0
react-ace,2017-05-26T19:00:58.820Z,0,0,0,0,0,0,0,0,4,1,0,2,0,2,3,1,0
ffplayout,2023-06-16T14:07:10.762Z,69,58,10,3,24,45,13,20,62,97,5,1,27,32,49,64,101
pgrouting,2020-06-09T21:26:35.672Z,13,10,23,9,2,4,1,14,13,49,9,9,37,34,118,105,14
wemake-python-styleguide,2019-07-04T12:36:55.325Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,211,70
il-libro-open-source,2023-10-10T07:48:29.635Z,0,0,0,0,0,0,26,184,130,74,279,289,235,168,97,158,130
games-on-whales,2024-06-13T01:59:31.511Z,2,0,1,41,5,1,7,0,29,13,12,5,24,8,8,23,48
chrome-react-ai,2019-09-23T13:03:14.362Z,0,0,0,0,0,0,52,45,66,205,106,25,1,3,0,0,0
chrome-react-ai,2019-09-23T13:03:14.362Z,0,0,0,0,0,0,52,45,66,205,106,25,1,3,0,0,0
rhash,2022-01-01T12:24:39.797Z,10,1,18,3,11,7,8,10,6,5,2,2,2,29,2,1,5
wemake-python-styleguide,2019-07-04T12:36:55.325Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,211,70
open-chemistry,2018-12-21T14:35:14.711Z,7,6,1,12,9,2,0,0,0,0,0,0,0,1,0,0,0
open-chemistry,2018-12-21T14:35:14.711Z,7,6,1,12,9,2,0,0,0,0,0,0,0,1,0,0,0
iplug2,2022-10-04T14:14:48.091Z,32,40,13,13,9,26,17,42,4,7,8,13,9,18,19,87,14
flutter_easy_localization,2020-04-29T08:31:58.273Z,0,0,0,0,0,0,31,75,31,31,0,0,13,30,42,79,51
sepheocoop,2024-09-17T15:50:58.756Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iplug2,2022-10-04T14:14:48.091Z,32,40,13,13,9,26,17,42,4,7,8,13,9,18,19,87,14
googlecl,2021-07-06T19:55:29.008Z,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0
wbds-la,2022-09-05T23:37:01.115Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eruda,2022-03-19T21:12:07.445Z,1,5,3,3,7,0,5,8,5,2,8,6,4,6,1,6,14
ant-design-blazor,2020-03-29T16:33:58.442Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ant-design-blazor,2020-03-29T16:33:58.442Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kube-hetzner,2023-04-24T18:02:32.840Z,26,4,48,14,0,88,18,9,20,11,6,29,9,6,28,0,10
nodejs-mobile,2023-09-27T12:58:51.255Z,16,6,0,7,1,6,2,1,18,20,11,7,28,1,6,5,4
respec,2019-09-15T01:45:58.876Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,54,96
memos,2023-03-08T17:50:25.661Z,35,12,16,59,56,60,9,62,76,26,50,18,77,16,11,18,9
nodejs-mobile,2023-09-27T12:58:51.255Z,16,6,0,7,1,6,2,1,18,20,11,7,28,1,6,5,4
otree,2023-01-07T22:50:12.889Z,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
swarmpit,2020-01-30T13:23:17.413Z,41,69,26,18,18,63,24,92,62,22,23,24,64,83,36,18,55
futurecoder,2021-02-09T18:39:25.121Z,0,15,95,130,125,24,47,11,74,5,17,23,5,2,20,17,12
futurecoder,2021-02-09T18:39:25.121Z,0,15,95,130,125,24,47,11,74,5,17,23,5,2,20,17,12
otree,2023-01-07T22:50:12.889Z,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
librepcb,2021-04-17T19:17:16.653Z,128,66,54,13,50,35,72,47,5,12,49,19,20,35,24,11,18
mue,2022-11-02T18:21:53.746Z,11,11,9,9,13,6,5,7,15,15,11,11,12,18,25,30,55
spire,2021-05-24T15:24:18.865Z,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,1
mudlet,2023-04-04T18:16:26.462Z,0,0,0,0,0,0,3,1,46,159,26,0,11,2,0,0,60
reqnroll,2024-04-15T09:13:42.137Z,0,0,0,0,0,0,0,2,13,29,25,19,1,2,14,29,58
spire,2021-05-24T15:24:18.865Z,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,1
spire,2021-05-24T15:24:18.865Z,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,1
chaoss-africa,2023-05-04T16:04:26.507Z,0,4,0,0,0,21,4,0,0,0,0,1,12,12,0,0,3
gab,2020-08-11T00:17:35.050Z,14,15,15,4,0,2,2,0,0,1,0,1,0,4,0,2,0
reqnroll,2024-04-15T09:13:42.137Z,0,0,0,0,0,0,0,2,13,29,25,19,1,2,14,29,58
reqnroll,2024-04-15T09:13:42.137Z,0,0,0,0,0,0,0,2,13,29,25,19,1,2,14,29,58
dockle,2019-07-23T13:39:07.936Z,0,0,0,0,0,0,0,63,4,3,9,2,5,2,0,0,1
dexiejs,2023-04-20T10:14:43.728Z,0,13,46,18,22,32,28,41,40,42,53,53,91,24,35,24,66
handycontrol,2020-07-04T09:47:58.636Z,6,0,0,0,0,2,0,0,21,36,10,10,86,115,92,74,60
datahike,2021-04-04T01:14:59.813Z,31,28,32,44,34,38,59,23,38,112,53,27,12,33,11,62,43
bagisto,2019-04-29T10:04:34.901Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
react-admin,2022-01-27T02:31:10.515Z,0,2,0,0,2,1,0,6,0,0,0,2,0,0,0,0,2
datahike,2021-04-04T01:14:59.813Z,31,28,32,44,34,38,59,23,38,112,53,27,12,33,11,62,43
ya-webadb,2022-05-01T23:25:55.301Z,1,3,11,23,48,45,13,66,52,14,23,4,4,10,17,8,22
blogmarks,2020-11-04T17:33:19.439Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blogmarks,2020-11-04T17:33:19.439Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imask,2019-07-26T11:14:11.957Z,0,0,0,0,0,0,0,2,0,0,0,0,0,9,40,44,52
koko-analytics,2022-08-17T13:08:54.894Z,1,16,6,0,2,9,5,7,28,14,8,4,7,0,1,1,5
ya-webadb,2022-05-01T23:25:55.301Z,1,3,11,23,48,45,13,66,52,14,23,4,4,10,17,8,22
jekyll-admin,2020-02-28T23:19:26.971Z,5,1,17,30,73,33,33,32,4,37,10,10,1,6,1,1,1
opencannabis,2022-03-23T20:59:14.931Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openml,2021-10-02T20:03:05.613Z,13,7,11,34,26,5,4,6,9,0,4,0,1,3,1,6,10
beawitching,2023-05-02T23:28:41.164Z,6,1,1,3,4,7,3,2,2,7,7,4,6,2,10,0,6
pest,2022-10-10T15:58:05.795Z,15,12,11,7,7,152,81,18,29,33,18,62,50,6,37,21,24
opencollective-oss,2017-08-05T18:48:10.517Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k2vr,2022-10-13T20:32:02.126Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
beawitching,2023-05-02T23:28:41.164Z,6,1,1,3,4,7,3,2,2,7,7,4,6,2,10,0,6
k2vr,2022-10-13T20:32:02.126Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
opencannabis,2022-03-23T20:59:14.931Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hpx,2021-06-11T01:51:42.122Z,0,0,0,0,0,0,0,0,0,0,0,0,0,79,91,2,35
sourcery,2021-02-24T11:23:41.703Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
commitizen-tools,2023-03-06T20:11:53.483Z,23,67,24,17,2,21,42,4,8,82,8,29,8,19,23,126,95
g-4-g,2019-04-02T16:41:17.860Z,0,0,0,0,0,19,33,16,17,8,10,13,0,2,0,0,0
hpx,2021-06-11T01:51:42.122Z,0,0,0,0,0,0,0,0,0,0,0,0,0,79,91,2,35
castopod,2022-03-07T16:32:13.896Z,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
tidal-media-downloader,2021-07-10T04:11:07.164Z,0,1,0,0,0,0,0,0,0,3,0,0,132,84,152,235,37
diskframe,2019-09-11T04:17:21.325Z,0,13,6,0,3,41,12,34,61,63,35,27,23,20,16,1,16
