project_name,first_donation_date,-8月,-7月,-6月,-5月,-4月,-3月,-2月,-1月,0月,+1月,+2月,+3月,+4月,+5月,+6月,+7月,+8月
effector,2020-10-17T11:48:19.833Z,2,9,15,23,20,25,8,13,56,44,22,27,24,38,19,16,22
zoneminder,2021-05-07T11:21:04.131Z,1,0,0,6,0,8,6,2,2,4,0,0,4,0,0,0,4
electron-react-boilerplate-594,2017-05-06T22:25:58.385Z,7,10,4,9,0,12,11,27,7,10,0,0,0,10,0,0,0
hexo,2019-07-10T22:32:10.443Z,6,0,3,0,0,3,1,2,15,47,40,50,29,67,49,33,23
dockstarter,2019-03-17T20:13:22.779Z,1,0,18,4,0,0,15,0,5,58,13,2,4,0,0,0,0
dosbox-staging,2021-05-11T21:26:58.073Z,15,21,6,10,11,8,2,0,4,9,2,7,0,4,2,34,2
bundlephobia,2018-07-24T11:32:25.532Z,17,25,28,16,10,4,5,0,39,23,7,15,13,34,10,13,5
wolvic,2022-10-19T02:38:29.083Z,0,0,0,0,0,2,0,0,0,0,0,0,0,81,69,136,61
kcanotify,2019-06-18T16:21:39.570Z,12,14,1,3,9,8,9,9,0,1,2,0,0,0,11,1,3
synfig,2020-04-15T21:36:30.861Z,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,1
thelounge,2018-03-26T18:32:27.641Z,5,3,1,15,9,5,13,1,7,0,0,183,102,14,42,16,3
amberelec,2022-04-17T04:34:40.098Z,25,28,16,31,32,5,7,2,12,13,8,9,1,6,8,4,1
purpurmc,2021-12-02T00:25:34.873Z,8,53,103,64,78,89,62,32,59,56,35,59,23,33,58,108,14
elk,2023-01-12T10:14:38.505Z,0,0,0,0,0,0,46,286,508,198,8,70,67,6,21,26,35
kingfisher,2017-07-02T05:21:21.812Z,0,0,3,6,4,0,10,0,0,4,4,0,0,0,0,2,1
merveilles,2020-05-26T18:16:15.729Z,0,0,7,2,0,0,0,0,0,0,0,0,3,0,0,1,2
graphql-net,2020-05-13T23:39:32.988Z,0,2,0,3,0,9,0,0,0,0,0,14,0,4,0,0,12
polybar,2020-12-19T17:24:46.048Z,3,22,2,42,7,2,4,11,34,43,15,15,5,0,2,16,13
react-dropzone,2018-02-26T13:13:39.857Z,50,1,18,12,48,0,0,5,6,0,7,11,13,0,27,33,38
openhd,2020-10-22T03:56:02.277Z,30,15,33,32,21,11,63,20,5,17,161,33,28,22,25,7,15
dokploy,2024-05-31T06:53:21.538Z,0,0,0,0,0,0,0,0,24,7,84,54,23,13,51,75,60
ant-design-vue,2018-09-06T00:41:55.764Z,0,0,1,2,0,0,0,5,2,0,0,23,6,13,6,5,5
kumbiaphp,2020-01-15T15:45:33.981Z,0,1,1,1,1,0,0,0,0,1,0,3,6,11,1,2,5
kumbiaphp,2020-01-15T15:45:33.981Z,0,1,1,1,1,0,0,0,0,1,0,3,6,11,1,2,5
lvgl,2021-02-03T10:36:13.452Z,4,22,0,0,2,46,6,8,0,12,27,17,9,8,10,0,2
censusreporter,2021-01-29T20:39:47.184Z,1,1,3,16,1,2,4,0,0,0,3,0,0,0,1,0,0
julialang,2021-06-15T20:37:53.501Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
litiengine,2020-10-05T07:30:13.664Z,16,32,37,18,8,4,12,1,4,11,12,16,19,39,49,44,8
marktext,2018-05-08T18:24:53.865Z,0,0,0,0,0,0,130,87,101,27,8,30,0,0,42,3,13
quicksilver,2022-02-01T03:27:21.249Z,7,0,0,0,0,8,43,5,13,6,1,0,3,4,24,2,24
tabler,2018-08-29T22:57:31.821Z,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0
liquidjs,2020-02-26T15:51:42.909Z,17,4,26,6,10,19,5,6,22,48,35,12,22,5,9,3,30
bazel-rules-authors-sig,2021-12-09T00:24:09.931Z,0,0,0,0,0,0,9,44,30,60,18,8,16,11,6,1,9
advancedfx,2019-09-10T18:47:57.469Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
code-settings-sync,2018-03-20T13:17:26.114Z,0,1,0,0,0,0,0,0,0,0,0,0,15,3,0,21,6
fossbilling,2022-05-23T19:17:16.885Z,0,0,0,0,0,0,0,0,20,25,8,0,8,15,13,49,69
nvim-treesitter,2021-07-06T16:53:02.962Z,3,4,0,1,2,0,2,0,11,5,0,1,3,0,2,0,0
jest-preview,2022-05-28T11:58:26.039Z,0,0,0,0,0,0,8,194,156,147,99,86,41,12,3,5,24
bcneng,2022-04-06T12:13:52.711Z,0,7,0,0,0,4,0,0,8,8,10,1,7,2,0,3,5
patchfox,2019-06-12T02:20:10.332Z,0,0,7,0,0,0,1,4,20,5,12,0,2,13,0,1,13
hoppscotch,2019-10-14T16:13:59.176Z,0,0,0,0,0,0,7,0,0,0,0,6,0,5,1,0,0
wp-graphql,2019-03-28T18:45:27.637Z,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
applause-button,2019-02-25T20:33:39.781Z,0,0,0,2,2,0,4,3,12,1,2,0,0,1,5,1,0
activitywatch,2018-07-17T22:12:47.475Z,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
urllib3,2020-12-27T20:15:17.165Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ui-avatars,2019-05-02T08:27:25.483Z,2,0,0,1,1,3,2,8,5,10,3,3,2,2,3,14,2
selenium,2023-09-12T17:47:37.067Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
welcometomygarden,2020-05-20T11:53:08.964Z,0,0,0,0,0,0,0,0,3,23,25,28,4,0,0,0,0
cncjs,2019-10-15T16:21:08.446Z,0,1,6,61,43,27,43,21,28,31,45,48,19,63,38,11,38
reactive-resume,2023-11-25T04:39:03.334Z,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,46
classicpress,2022-06-29T18:45:41.199Z,37,50,14,0,36,0,6,12,8,306,0,4,6,12,9,0,0
ngxs,2018-04-08T02:12:47.664Z,0,0,0,0,0,0,0,1,6,1,3,0,0,0,2,0,1
timber,2023-02-03T21:08:23.250Z,32,15,20,40,74,60,23,40,20,109,8,229,27,66,29,121,97
nusmods,2018-08-26T17:50:14.028Z,3,8,95,35,11,8,0,12,34,12,93,7,21,43,133,53,32
lfortran,2022-04-05T20:08:53.196Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-pdf-wojtekmaj,2019-06-20T19:51:44.635Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pester,2019-07-01T14:00:17.361Z,13,19,18,13,4,49,11,3,8,5,42,0,9,0,5,0,0
moveable,2019-10-13T12:37:24.379Z,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
create-react-app,2019-08-12T09:36:37.398Z,48,96,40,78,71,58,33,25,40,35,62,49,41,39,15,1,2
starship,2020-02-28T10:42:21.362Z,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
twilight,2021-09-15T13:40:38.588Z,0,0,0,0,0,0,0,0,0,0,134,131,111,51,169,108,151
zulip,2019-03-24T03:00:06.127Z,0,7,0,7,3,6,5,0,6,2,1,0,1,0,0,0,0
pre-commit,2018-11-02T03:09:53.665Z,11,0,0,0,10,17,0,9,9,21,11,11,12,8,17,13,15
react-native-iap,2018-08-13T16:14:47.214Z,0,0,1,1,11,2,2,0,19,1,1,0,10,16,1,0,11
flutter-webrtc,2020-07-24T17:03:10.166Z,0,6,0,0,0,3,0,3,0,0,10,18,2,0,3,0,0
zrythm,2020-04-13T13:19:09.046Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cinny,2021-09-19T18:59:15.653Z,0,0,0,0,0,0,0,0,0,0,8,24,34,17,51,0,4
node-opcua,2021-03-08T03:35:49.184Z,1,0,0,6,5,0,2,0,50,40,50,23,14,20,22,70,30
resilience-web,2021-10-25T11:58:20.550Z,20,14,17,28,14,21,8,25,13,7,9,10,13,19,18,48,15
mapswipe,2020-06-23T16:35:24.594Z,57,14,31,25,0,10,35,21,100,48,44,24,60,2,21,3,2
external-secrets-org,2021-06-30T13:00:56.431Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
contributor-covenant,2019-11-09T18:25:50.632Z,12,12,15,8,22,7,16,23,67,21,12,11,9,21,25,30,16
nrepl,2019-03-01T08:27:55.306Z,0,2,21,19,47,224,165,36,77,47,4,5,2,26,41,40,18
sequel-ace,2020-09-05T15:37:29.808Z,0,0,0,0,0,26,98,24,24,59,231,151,158,75,33,12,0
tracardi-cdp,2022-04-27T10:01:15.984Z,21,20,39,99,56,33,9,2,31,9,38,45,64,62,232,42,3
prettier-ruby,2019-10-10T17:39:50.986Z,205,60,87,28,9,17,28,19,7,32,11,3,19,27,28,6,7
nuke,2019-03-13T21:45:39.426Z,0,20,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0
html-webpack-plugin,2018-03-27T22:39:21.782Z,0,7,2,5,0,5,0,1,5,0,10,0,3,0,6,20,2
dearpygui,2021-03-09T01:05:52.668Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supabase-supasquad,2021-06-23T05:00:35.976Z,40,155,439,166,132,363,154,0,0,0,0,0,0,0,0,0,0
tsed,2018-03-14T13:56:31.211Z,0,0,0,0,0,0,0,0,1,0,37,0,0,0,3,0,0
tsed,2018-03-14T13:56:31.211Z,0,0,0,0,0,0,0,0,1,0,37,0,0,0,3,0,0
tiktokshop-php,2023-04-27T13:57:03.496Z,0,0,0,0,24,0,3,5,0,0,0,0,0,0,7,11,8
final-form,2018-03-02T16:34:28.982Z,0,0,0,0,30,112,128,25,34,68,108,29,35,18,8,19,29
ifme,2017-10-23T17:42:15.654Z,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
blaze,2016-09-28T17:30:44.892Z,0,0,0,0,1,0,0,5,43,36,93,65,90,102,70,9,18
vitest,2023-03-24T16:21:26.270Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
the-london-django-meetup-group,2018-05-09T10:00:46.742Z,3,0,0,0,4,0,0,3,6,19,8,1,2,0,0,9,3
java-jda,2021-12-08T00:31:08.361Z,0,0,1,0,0,0,0,38,113,48,93,35,67,76,46,54,147
email-markup-consortium,2022-06-29T16:03:37.062Z,21,9,4,0,2,2,0,6,5,10,4,3,1,2,0,3,0
javascript-obfuscator,2017-06-02T12:44:38.425Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
tastyigniter,2020-03-18T22:19:54.568Z,0,0,0,0,0,0,0,0,0,2,0,8,9,18,45,28,137
m68k-llvm-dev,2022-01-14T20:22:30.612Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tastyigniter,2020-03-18T22:19:54.568Z,0,0,0,0,0,0,0,0,0,2,0,8,9,18,45,28,137
kornia,2021-05-22T10:17:27.484Z,0,0,0,0,0,0,0,0,0,2,0,13,2,2,0,0,0
coding-grace,2020-01-17T22:52:58.494Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
koel,2016-07-10T04:12:12.598Z,0,36,0,4,14,5,10,9,5,26,0,0,12,23,4,0,0
projectm,2018-12-15T00:12:08.870Z,12,9,22,13,6,2,2,10,5,40,2,27,12,0,4,0,0
nexrender,2019-12-09T08:31:37.067Z,0,2,0,8,2,0,0,0,0,0,2,0,2,0,0,0,0
react-window,2021-09-02T12:58:03.612Z,14,24,24,10,11,22,18,20,16,12,14,11,13,9,16,22,9
fluffos-579,2021-01-08T05:36:39.773Z,13,10,4,8,9,22,38,26,17,29,18,31,9,5,3,3,11
tvheadend,2023-12-07T21:24:52.708Z,7,2,32,10,20,2,2,3,0,1,250,57,98,25,62,29,66
tvheadend,2023-12-07T21:24:52.708Z,7,2,32,10,20,2,2,3,0,1,250,57,98,25,62,29,66
phpbb,2023-01-12T22:58:41.661Z,14,9,13,6,5,5,21,55,28,5,4,29,11,10,11,23,80
midnight-lizard,2018-11-01T10:08:11.530Z,19,21,12,17,25,16,4,6,3,0,3,21,5,15,7,4,2
medoo,2019-11-12T11:14:08.632Z,33,16,19,13,37,19,7,11,10,8,10,7,5,3,14,18,5
ocrmypdf,2019-09-27T14:09:43.503Z,0,1,0,13,1,0,0,0,3,0,1,4,5,1,0,0,0
midnight-lizard,2018-11-01T10:08:11.530Z,19,21,12,17,25,16,4,6,3,0,3,21,5,15,7,4,2
bootstrap-vue-next,2023-05-17T06:18:08.931Z,5,15,1,0,0,4,0,3,52,29,133,7,47,84,78,39,37
mybb,2018-03-28T21:14:27.996Z,3,3,29,20,7,26,55,27,7,120,25,43,61,30,3,5,4
webrecorder,2022-01-11T02:56:03.970Z,4,2,5,1,1,1,0,2,0,2,4,0,0,2,0,0,1
mybb,2018-03-28T21:14:27.996Z,3,3,29,20,7,26,55,27,7,120,25,43,61,30,3,5,4
graphql-flutter,2020-02-03T14:51:06.928Z,18,6,0,8,19,17,8,1,5,0,3,0,0,2,0,0,0
appium,2024-05-01T06:56:54.106Z,6,2,55,89,21,14,14,30,99,51,9,0,27,22,152,200,272
kitspace,2019-02-12T20:17:30.972Z,13,16,10,0,14,3,2,17,6,22,22,56,0,1,9,15,50
cssnano,2019-07-01T11:51:15.656Z,0,0,2,0,18,0,3,5,2,0,0,0,15,38,24,38,13
dotenv,2019-12-19T10:53:26.030Z,21,30,8,9,37,15,29,12,22,23,15,16,20,18,8,21,18
typedclojure,2020-02-17T15:17:27.042Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
level,2018-01-25T15:03:28.860Z,14,7,0,3,7,28,5,14,20,37,8,17,27,2,3,9,2
textpattern-collective,2020-11-04T02:10:12.304Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdnjs,2019-07-08T16:09:49.102Z,27,26,32,34,7,1,0,6,4,1,4,1,29,22,13,242,300
doctoolchain,2018-11-28T21:47:52.510Z,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0
backyourstack,2019-03-21T12:01:54.681Z,4,47,6,11,18,7,0,4,11,0,5,6,33,16,14,19,75
formik,2019-09-27T10:52:46.349Z,33,22,18,23,85,26,23,9,31,7,33,37,61,18,8,18,6
easy-peasy,2019-10-24T11:32:36.774Z,2,0,0,0,7,0,0,0,0,1,0,11,0,43,107,34,24
heroui,2022-02-18T11:57:02.937Z,101,19,26,33,51,9,6,24,36,20,18,16,16,14,60,4,6
spacevim,2019-06-14T19:29:28.321Z,0,0,5,32,8,13,7,4,1,0,0,3,14,0,0,1,0
element-plus,2020-10-28T12:46:33.634Z,0,0,0,0,0,0,1,0,0,2,9,0,0,0,1,0,2
moskitos,2022-03-01T19:44:22.363Z,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
whisparr,2023-09-10T01:39:14.969Z,7,23,7,11,11,13,39,10,7,15,10,20,22,14,149,19,6
alfio,2019-08-25T15:29:57.540Z,33,32,44,12,28,16,28,54,60,69,66,45,12,5,20,23,9
openfl,2019-01-24T00:45:06.656Z,0,0,6,0,0,2,0,0,16,19,75,18,18,9,34,20,32
lando,2019-12-31T16:49:24.544Z,0,0,0,0,0,0,5,4,7,4,5,7,21,9,12,4,2
ua-parser-js,2021-03-11T01:33:35.336Z,5,5,0,3,5,14,11,1,43,13,3,2,5,6,2,202,25
js-lingui,2018-09-01T08:43:35.132Z,0,2,4,0,1,0,12,20,31,0,0,0,1,0,0,0,2
webdrivermanager,2019-02-21T16:21:01.187Z,0,0,4,0,0,1,3,0,0,3,0,0,0,0,0,0,1
netbootxyz,2019-12-01T22:15:49.500Z,0,0,0,1,0,0,10,0,4,6,0,0,0,0,3,0,0
amethyst,2018-11-27T09:01:25.452Z,0,0,1,0,0,0,2,0,0,3,0,9,7,0,6,57,144
vale,2020-09-29T20:15:04.803Z,0,0,0,0,0,0,0,0,0,53,63,60,78,23,18,13,7
mypaint,2020-03-02T08:33:14.940Z,30,23,24,46,19,132,18,43,30,39,49,31,52,23,69,18,20
phpstan-drupal,2021-03-04T02:05:31.169Z,25,6,18,22,2,26,3,14,15,2,18,3,18,2,12,28,160
noble,2016-09-17T14:38:27.876Z,4,0,1,0,0,0,18,0,0,0,3,23,41,77,89,72,65
webonyx-graphql-php,2019-04-03T19:41:22.440Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arbor-chat,2021-05-10T02:34:47.850Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby,2019-06-01T01:00:37.500Z,2,1,2,3,0,1,0,0,0,5,0,0,0,0,1,0,0
arbor-chat,2021-05-10T02:34:47.850Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amplitudejs,2019-06-20T21:20:22.052Z,10,12,2,36,20,21,30,39,15,73,5,2,7,13,3,17,0
jira-cli,2021-11-07T04:11:09.442Z,0,2,12,2,0,1,23,9,44,37,65,53,62,27,30,29,21
openrocket,2022-05-30T02:18:38.652Z,0,1,0,0,0,10,7,6,23,3,1,7,5,3,0,2,7
vega-strike,2020-06-07T18:00:49.768Z,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0
biojulia,2018-02-26T09:51:22.580Z,46,11,150,13,7,6,0,3,0,1,1,1,3,1,4,17,0
asciidocfx,2018-08-05T19:48:45.651Z,12,19,16,3,7,7,11,12,60,15,13,13,7,17,2,10,0
passwordless,2019-08-09T09:47:37.133Z,0,9,0,10,9,0,17,49,5,35,26,5,20,2,8,29,15
asciidocfx,2018-08-05T19:48:45.651Z,12,19,16,3,7,7,11,12,60,15,13,13,7,17,2,10,0
go-app,2020-09-01T16:06:57.838Z,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0
vueuse,2020-10-31T05:40:21.175Z,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,0,0
quasar,2020-04-21T20:01:49.903Z,24,10,12,21,16,23,10,8,8,5,9,109,3,4,28,12,4
reach-ui,2019-10-22T16:46:06.645Z,0,0,7,3,1,4,5,6,58,28,8,61,137,123,142,118,80
pokeapi,2019-07-10T22:53:14.184Z,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javers,2019-07-14T11:35:08.638Z,0,0,6,20,20,27,33,29,18,17,42,26,40,39,16,25,17
lxqt,2021-02-16T12:05:12.228Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,50
casbin,2019-05-24T13:26:28.474Z,2,2,2,6,0,2,5,4,0,6,3,0,0,4,5,0,0
nswag,2018-12-16T18:00:50.425Z,0,13,2,6,8,9,60,12,4,7,19,10,32,30,33,22,3
civet,2023-01-07T01:33:00.311Z,0,0,0,0,0,0,0,79,98,59,87,24,55,44,41,158,190
open-registry,2019-04-29T15:38:19.747Z,0,0,0,0,0,0,0,0,39,33,2,0,0,0,1,0,0
tahoe-lafs,2020-06-22T08:22:28.915Z,0,0,0,0,0,0,0,0,0,0,0,0,34,36,63,54,45
iris-social,2019-10-31T01:18:40.573Z,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,17,5
iris-social,2019-10-31T01:18:40.573Z,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,17,5
the-fuse-lab,2022-05-10T05:24:01.702Z,6,9,2,9,0,0,2,0,0,0,0,1,0,0,0,0,0
exercism,2019-04-04T14:13:52.136Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exchangeratehost,2021-04-09T16:40:50.520Z,8,2,1,3,2,5,3,13,1,5,6,2,17,6,10,12,9
hiddify,2023-02-05T18:53:16.131Z,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0
tampadevs,2023-01-06T22:20:11.777Z,0,0,0,0,4,10,16,18,47,30,16,5,6,9,4,3,24
mattn-go-sqlite3,2020-09-16T16:54:32.637Z,0,7,0,0,2,7,4,1,0,0,0,0,2,4,0,0,28
recharts,2020-03-31T20:05:45.645Z,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1
pxls,2024-04-19T13:28:41.947Z,2,1,9,10,1,0,0,0,0,0,10,0,1,1,1,0,0
rx-angular,2021-02-21T20:07:54.109Z,44,48,105,30,62,22,8,12,76,20,3,49,28,5,12,7,30
cusdis,2021-04-23T12:51:02.349Z,0,0,0,0,0,0,0,0,277,139,21,4,13,15,12,54,12
itk,2022-04-11T13:13:02.834Z,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cannlytics-company,2022-04-21T19:42:11.934Z,1,5,0,0,0,0,0,10,0,0,1,0,0,2,0,0,0
dfir-iris,2023-07-05T09:22:50.409Z,11,7,25,54,17,31,66,27,12,24,19,22,12,22,55,14,16
phpshopify,2021-03-31T09:37:03.639Z,17,5,1,11,7,24,5,13,6,5,12,8,5,5,12,3,4
opendevufcg,2021-02-26T02:39:59.600Z,0,0,2,10,0,0,0,0,0,7,12,15,0,0,5,0,2
codeeditapp,2022-03-30T03:59:21.133Z,0,0,0,0,0,0,0,0,0,0,32,44,28,35,32,9,0
translation-plugin,2020-02-18T18:41:53.428Z,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0
heavy-division-simulations,2022-09-28T15:03:40.304Z,17,17,3,36,13,6,1,3,6,4,67,4,18,6,4,0,0
policyengine,2024-03-04T02:37:03.519Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openbenches,2022-10-01T00:06:53.879Z,0,0,14,6,4,15,6,19,0,3,6,2,16,16,2,51,7
swiftformat,2021-02-25T20:20:23.383Z,0,0,29,19,2,18,0,3,0,0,14,3,0,0,0,0,17
codingcoach-io,2023-08-02T12:06:16.462Z,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
suitecrm,2019-07-09T12:53:56.888Z,174,229,202,7,38,16,16,48,41,18,79,93,42,55,36,14,12
simple-icons,2021-05-08T00:15:16.465Z,0,0,0,2,6,0,0,0,0,0,2,0,0,0,0,0,0
mytestedaspnet,2019-07-13T19:02:23.178Z,0,0,0,0,0,0,0,0,17,75,21,58,9,2,12,37,15
openshopchannel,2022-10-18T17:57:00.775Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
open_stt,2019-09-03T16:05:06.177Z,0,0,0,4,24,8,23,0,0,5,36,15,7,9,28,12,5
simple-icons,2021-05-08T00:15:16.465Z,0,0,0,2,6,0,0,0,0,0,2,0,0,0,0,0,0
24pullrequests,2017-07-11T10:12:53.828Z,53,259,9,2,0,1,0,0,2,0,0,10,57,212,1,0,3
telega,2021-01-02T00:15:33.036Z,23,13,10,4,8,31,8,59,25,23,10,26,9,14,4,20,25
silex,2021-02-20T20:49:02.505Z,43,26,17,19,17,66,46,38,17,16,46,45,75,36,5,9,12
unigraph-dev,2021-11-21T06:00:59.569Z,0,2,1,0,0,0,0,0,8,25,12,3,9,13,1,0,1
goober,2020-05-05T18:23:55.304Z,0,8,0,33,5,7,0,1,3,4,57,2,20,48,34,34,155
chimeraos,2023-08-07T16:21:52.661Z,3,1,8,12,3,0,1,89,153,109,99,109,46,69,85,113,60
dbgate,2021-07-06T02:02:14.185Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
embroidermodder,2021-11-05T17:22:04.886Z,0,0,0,0,0,1,1,46,25,1,15,0,1,0,0,5,4
dbgate,2021-07-06T02:02:14.185Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waydroid,2021-11-30T18:52:05.986Z,0,0,0,0,8,0,2,11,1,8,0,0,0,0,5,9,6
matplotlib,2022-04-05T20:09:36.646Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mantinedev,2024-12-06T09:53:19.078Z,7,1,4,1,6,9,7,5,21,156,79,143,193,264,148,165,163
vsformat,2021-03-15T22:00:05.244Z,1,3,2,8,2,3,5,1,4,9,0,3,1,0,1,0,12
rottingresearch,2023-05-04T19:28:12.052Z,14,29,0,2,0,0,3,6,2,1,2,0,14,57,6,5,15
libredirect,2022-12-23T16:33:13.929Z,6,13,1,5,0,0,2,0,2,0,148,121,51,146,75,83,38
msys2,2022-03-22T08:09:54.212Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mlem,2023-10-30T16:15:06.646Z,0,0,0,0,0,91,355,245,113,40,68,158,117,82,78,90,69
warden,2022-11-29T19:59:01.522Z,22,65,23,13,23,36,14,13,21,25,40,9,46,33,7,16,32
losslesscut,2019-12-03T19:53:46.858Z,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0
alchemy_cms,2020-01-31T00:31:00.848Z,0,1,0,2,0,7,24,12,5,25,80,39,39,28,21,3,24
warriorjs,2018-05-08T19:29:36.330Z,0,2,0,0,0,0,0,2,323,53,13,24,2,40,13,7,4
skia4delphi,2022-02-16T01:07:36.870Z,0,0,1,29,6,20,32,21,154,126,41,27,31,29,35,26,5
skia4delphi,2022-02-16T01:07:36.870Z,0,0,1,29,6,20,32,21,154,126,41,27,31,29,35,26,5
css-doodle,2019-09-05T18:53:57.410Z,2,6,0,1,5,6,3,4,0,0,0,0,0,0,3,3,0
slimphp,2019-06-20T17:48:13.184Z,2,15,1,14,98,46,58,12,14,21,152,102,62,77,65,46,11
doks,2021-10-06T10:30:43.810Z,31,38,54,26,45,21,17,52,47,6,11,73,40,46,19,38,66
gdm-settings,2023-08-09T04:09:34.034Z,19,13,20,14,19,12,19,24,35,39,36,25,14,12,15,1,16
gdm-settings,2023-08-09T04:09:34.034Z,19,13,20,14,19,12,19,24,35,39,36,25,14,12,15,1,16
sapphiredev,2021-12-05T21:40:41.936Z,0,0,20,8,10,13,11,16,12,17,10,11,13,20,14,13,8
sagernet,2021-05-01T05:40:57.455Z,0,0,0,0,0,0,0,29,70,44,14,9,27,9,8,29,31
bokeh,2022-04-05T18:44:21.948Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalwart,2024-09-24T10:31:06.924Z,2,0,0,1,6,0,3,4,9,4,1,0,49,151,174,129,252
pyenv,2021-10-16T14:01:04.196Z,2,3,0,26,18,0,2,26,14,2,26,2,10,11,1,4,3
pyenv,2021-10-16T14:01:04.196Z,2,3,0,26,18,0,2,26,14,2,26,2,10,11,1,4,3
cloudbox,2019-11-10T15:43:14.984Z,15,22,11,5,13,22,15,4,5,8,30,9,26,12,20,12,7
komapper,2023-02-25T01:59:11.275Z,3,5,5,2,8,1,25,52,9,21,24,3,28,2,2,4,14
cboard,2018-02-19T22:04:43.764Z,0,0,92,86,29,21,35,45,13,9,6,2,0,4,15,3,25
pelias,2020-08-30T01:45:39.372Z,11,10,17,47,35,23,20,9,15,13,14,3,4,7,18,5,4
tinygo,2022-11-20T16:24:57.546Z,0,0,3,0,0,0,2,0,0,0,0,21,142,48,27,17,12
tinygo,2022-11-20T16:24:57.546Z,0,0,3,0,0,0,2,0,0,0,0,21,142,48,27,17,12
gpujs,2019-08-05T04:14:30.900Z,37,41,60,130,99,163,24,75,10,24,63,9,27,89,11,74,51
simulide,2024-12-03T05:59:18.688Z,0,7,1,3,7,3,5,7,1,0,8,11,4,2,0,0,0
homepage,2024-02-04T13:54:25.403Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chatwoot,2021-04-19T10:07:08.051Z,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,2
galacean,2021-07-15T06:24:33.904Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hardkoded-projects,2019-02-01T22:00:33.572Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hardkoded-projects,2019-02-01T22:00:33.572Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbatools,2019-07-09T15:13:59.442Z,3,1,1,0,1,0,2,0,1,1,3,0,0,0,1,0,0
