project_name,first_donation_date,-8月,-7月,-6月,-5月,-4月,-3月,-2月,-1月,0月,1月,2月,3月,4月,5月,6月,7月,8月,pre_avg,post_avg,pre_std,post_std,absolute_change,relative_change,pre_trend_r2,post_trend_r2,pre_trend_slope,post_trend_slope,pre_zscore,post_zscore,zscore_change
ccxt,2018-01-17T20:56:56.622Z,1,2,4,7,7,10,10,14,13,13,12,10,12,9,13,14,9,6.875,11.5,4.421942042651783,1.927248223318863,4.625,0.6727272727272727,0.9654707545118506,0.03296703296703297,0.0,0.0,1.0505036207502627,1.9072334033558653,0.8567297826056026
reactive-resume,2023-11-25T04:39:03.334Z,2,2,3,2,4,3,0,0,6,9,8,9,8,4,8,4,3,2.0,6.625,1.4142135623730951,2.5035688811888406,4.625,2.3125,0.20578231292517005,0.6459096459096458,0.0,0.0,-0.21780198657450825,0.7935948965273586,1.011396883101867
openapi_generator,2019-04-09T10:14:07.133Z,11,14,12,8,10,8,8,14,10,12,11,16,14,13,16,19,21,10.625,15.25,2.5599944196367748,3.4537764010675946,4.625,0.43529411764705883,0.0468405345789542,0.741659538066724,0.0,0.0,2.0261233186923944,2.763878408608563,0.7377550899161687
formik,2019-09-27T10:52:46.349Z,4,4,2,2,5,6,4,3,1,2,15,9,16,8,3,4,10,3.75,8.375,1.3887301496588271,5.262739645035518,4.625,1.2333333333333334,0.028218694885361557,0.019188848976083018,0.0,0.0,0.23748720579848648,1.193362565645284,0.9558753598467975
cinny,2021-09-19T18:59:15.653Z,0,0,0,0,0,0,3,4,6,6,3,3,8,4,6,5,7,0.875,5.25,1.6420805617960925,1.8322507626258084,4.375,5.0,0.5830968148848944,0.12259371833839924,0.0,0.0,-0.5104878959571477,0.4794917279347028,0.9899796238918506
external-secrets-org,2021-06-30T13:00:56.431Z,0,3,3,3,4,5,4,11,6,8,12,9,11,5,4,10,9,4.125,8.5,3.1367635732209265,2.7774602993176543,4.375,1.0606060606060606,0.6845562181315358,0.0634920634920635,0.0,0.0,0.33504917559269964,1.2219173991537073,0.8868682235610077
drogon,2023-04-08T18:15:01.838Z,3,3,1,4,1,3,3,6,2,6,5,9,12,3,5,10,8,3.0,7.25,1.6035674514745462,3.011881234615431,4.25,1.4166666666666667,0.19047619047619055,0.030371203599550048,0.0,0.0,0.04236326621006016,0.9363690640694747,0.8940057978594146
kivymd,2020-04-28T12:53:31.566Z,2,5,5,4,4,3,2,3,1,10,4,5,11,7,8,11,6,3.5,7.75,1.1952286093343936,2.712405363721075,4.25,1.2142857142857142,0.11666666666666672,0.01664355062413315,0.0,0.0,0.17244589260234436,1.0505883981031678,0.8781425055008235
plyr,2020-03-14T10:37:59.710Z,0,3,2,0,0,0,2,5,5,5,3,3,4,4,4,6,17,1.5,5.75,1.8516401995451028,4.652188425123938,4.25,2.8333333333333335,0.14285714285714288,0.40876944837340884,0.0,0.0,-0.34788461296679246,0.5937110619683958,0.9415956749351884
plyr,2020-03-14T10:37:59.710Z,0,3,2,0,0,0,2,5,5,5,3,3,4,4,4,6,17,1.5,5.75,1.8516401995451028,4.652188425123938,4.25,2.8333333333333335,0.14285714285714288,0.40876944837340884,0.0,0.0,-0.34788461296679246,0.5937110619683958,0.9415956749351884
