project_name,first_donation_date,-8月,-7月,-6月,-5月,-4月,-3月,-2月,-1月,0月,1月,2月,3月,4月,5月,6月,7月,8月
raspbernetes,2020-08-03T00:50:28.876Z,1,0,3,0,2,3,32,7,17,1,59,102,70,112,133,152,92
omnivore,2023-01-02T13:40:52.825Z,0,3,0,388,445,382,408,318,444,316,442,321,274,422,295,308,234
erxes,2018-01-15T22:38:40.546Z,117,136,97,126,363,174,438,155,206,381,390,419,161,99,140,274,392
welcometomygarden,2020-05-20T11:53:08.964Z,0,0,0,0,0,0,0,9,85,490,21,119,3,0,0,0,0
piranhacms,2019-03-29T12:24:18.967Z,38,11,13,44,17,38,11,21,87,79,81,325,41,109,47,63,70
umap,2023-08-16T15:56:52.817Z,0,4,31,14,23,110,179,110,128,159,130,122,116,149,176,139,99
external-secrets-org,2021-06-30T13:00:56.431Z,0,24,22,17,17,61,51,85,65,113,101,85,90,57,62,198,183
openrocket,2022-05-30T02:18:38.652Z,34,25,9,5,109,165,105,90,136,210,132,154,115,110,131,141,152
zulip,2019-03-24T03:00:06.127Z,24,49,16,11,390,595,425,477,410,318,390,463,480,418,139,228,149
mytestedaspnet,2019-07-13T19:02:23.178Z,0,5,1,11,6,4,3,6,59,174,163,55,45,85,70,22,19
mewsfeed,2023-04-11T15:48:31.024Z,6,1,0,2,4,3,26,35,96,209,106,168,52,104,8,0,1
opensourcebim,2020-12-29T21:05:11.578Z,108,116,77,97,139,92,81,191,187,207,170,156,166,164,85,225,294
korge,2020-01-23T06:23:55.301Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,216,70
polymc,2022-03-29T08:06:31.209Z,32,29,30,44,32,91,218,203,202,221,301,206,227,113,83,60,25
freecad,2022-04-04T05:58:01.448Z,2,3,17,68,322,442,486,762,206,250,371,518,383,221,287,337,291
fossbilling,2022-05-23T19:17:16.885Z,26,140,17,65,71,8,20,33,124,102,53,43,62,142,157,218,151
clojure-lsp,2021-01-10T02:03:17.960Z,19,24,2,61,5,2,0,83,207,193,103,59,32,48,102,103,99
netbootxyz,2019-12-01T22:15:49.500Z,16,8,8,15,8,7,22,162,195,238,87,62,82,110,75,65,64
reach-ui,2019-10-22T16:46:06.645Z,0,20,58,11,32,6,11,34,219,61,72,179,84,135,67,51,51
gwdevhub_collective,2023-12-15T06:44:35.169Z,31,29,20,43,195,39,42,31,35,31,9,20,156,218,176,248,99
vueuse,2020-10-31T05:40:21.175Z,26,27,8,13,9,17,29,27,72,174,50,103,66,80,66,97,46
statoscope,2021-03-10T23:25:18.271Z,0,0,0,21,8,14,1,11,22,8,17,186,73,63,110,98,23
wexond,2019-05-02T14:33:53.644Z,175,19,12,30,41,147,54,225,82,195,304,218,96,52,181,175,3
hiddify,2023-02-05T18:53:16.131Z,0,0,0,61,213,71,208,234,152,314,202,235,26,10,132,117,270
matplotlib,2022-04-05T20:09:36.646Z,14,29,412,399,339,438,254,219,243,258,287,175,405,342,392,363,398
gerbera-io,2021-01-25T10:44:51.512Z,73,51,21,7,27,40,17,28,119,79,73,61,99,139,80,128,112
sequelize,2021-10-07T19:51:56.840Z,0,25,2,1,23,2,0,0,55,65,75,98,74,55,84,47,57
sagernet,2021-05-01T05:40:57.455Z,0,0,0,0,0,0,0,128,167,92,118,102,111,27,33,53,82
servo,2024-02-19T18:34:11.841Z,281,85,238,148,143,146,110,193,166,325,184,164,156,171,269,217,332
unigraph-dev,2021-11-21T06:00:59.569Z,10,57,211,138,95,57,9,20,103,184,308,241,202,91,10,15,9
cinny,2021-09-19T18:59:15.653Z,0,0,0,0,0,0,22,97,60,46,44,85,96,91,101,41,77
inure,2023-02-02T05:07:13.813Z,14,44,31,61,67,118,138,222,51,143,134,128,198,134,183,175,56
kairos-research-lab,2022-11-11T21:20:15.887Z,0,0,0,0,0,0,23,25,123,154,101,9,3,13,131,92,1
amethyst,2018-11-27T09:01:25.452Z,78,111,141,102,74,182,137,291,209,171,139,122,122,192,312,314,186
hexo,2019-07-10T22:32:10.443Z,54,3,5,2,5,1,1,13,28,51,81,88,55,133,45,47,21
playfulprogramming,2024-02-22T21:05:48.837Z,13,3,5,27,2,28,42,34,122,103,34,14,36,109,90,136,66
stc,2022-11-06T12:44:07.966Z,0,0,0,0,0,0,0,39,127,58,118,136,82,37,22,7,1
renative,2019-08-23T18:16:07.632Z,0,3,133,133,109,143,213,239,397,346,247,140,65,195,81,152,163
element-plus,2020-10-28T12:46:33.634Z,0,0,0,0,0,85,144,127,103,124,193,121,39,64,63,59,108
peerbit,2022-11-21T10:19:08.779Z,0,1,85,135,92,20,16,204,296,113,105,112,73,128,86,236,109
ant-design-blazor,2020-03-29T16:33:58.442Z,0,0,0,0,1,39,1,6,85,23,56,84,87,59,57,39,49
livetl,2021-02-27T18:32:12.657Z,0,0,0,0,0,190,538,196,45,186,276,166,119,166,271,81,63
typia,2022-10-24T10:42:32.894Z,0,0,21,33,79,62,5,51,130,189,99,17,76,26,106,41,100
simplex-chat,2021-08-05T19:20:09.888Z,2,10,10,7,29,26,6,19,8,15,1,6,31,72,158,108,111
dnscrypt,2019-07-19T18:00:08.162Z,20,3,7,11,14,14,21,30,9,9,27,151,105,99,30,15,73
losslesscut,2019-12-03T19:53:46.858Z,2,12,6,0,26,0,6,21,2,0,155,88,101,107,3,4,2
vega-strike,2020-06-07T18:00:49.768Z,46,0,0,0,23,0,61,98,24,152,236,39,42,8,44,50,38
supabase-supasquad,2021-06-23T05:00:35.976Z,62,153,440,112,136,478,160,387,189,334,142,189,61,265,471,517,326
tabby,2019-06-01T01:00:37.500Z,85,14,89,40,24,37,15,292,267,182,108,141,135,70,103,100,119
walletconnect,2022-01-19T14:43:11.817Z,0,0,0,0,0,0,0,0,0,9,19,44,58,136,44,30,19
milkdown,2021-07-16T05:06:22.824Z,0,0,0,0,24,183,140,113,236,259,74,84,66,94,119,68,49
aq-org1,2024-09-09T13:08:13.682Z,0,45,54,50,23,39,39,60,106,95,65,54,154,85,61,64,63
kavita,2021-07-28T05:41:56.753Z,0,36,79,46,95,20,33,84,42,152,56,108,81,45,145,99,38
friends-of-groovy,2019-03-06T06:16:12.803Z,71,98,53,62,63,52,45,35,87,98,244,38,43,67,54,111,154
phoenix-ide,2023-07-17T13:59:53.677Z,23,95,185,7,44,16,31,20,35,5,28,129,33,78,181,157,134
probe-rs,2020-11-23T20:51:45.190Z,120,99,70,86,123,110,78,44,247,145,96,58,67,42,241,189,215
prettier,2019-05-23T13:58:43.878Z,58,45,101,30,40,20,13,19,48,41,22,28,62,97,146,35,205
iris-social,2019-10-31T01:18:40.573Z,0,0,0,0,0,0,0,0,0,0,0,100,39,24,54,73,13
tusky,2019-02-01T15:06:01.276Z,27,63,58,34,26,32,36,26,51,71,71,117,92,69,47,62,74
casljs,2020-02-03T05:24:22.810Z,1,25,0,5,6,8,14,23,63,55,137,48,28,24,41,26,23
betterdisplay,2021-10-28T17:10:29.989Z,0,0,0,0,0,0,0,0,112,146,31,17,11,11,30,3,46
hrea,2022-04-22T20:24:20.014Z,83,69,81,2,19,39,72,74,71,86,230,199,143,56,11,0,4
xstate,2018-09-10T16:22:09.123Z,51,33,36,53,62,33,32,64,122,73,106,46,78,68,91,92,91
spotube,2022-03-17T06:43:53.531Z,0,0,0,0,0,2,102,36,47,57,40,42,65,30,84,56,47
electerm,2023-09-25T19:41:54.627Z,14,13,15,6,1,16,27,34,70,60,82,89,47,12,28,35,53
proxypy,2021-07-10T09:21:11.227Z,2,11,4,14,11,8,10,3,4,2,11,19,131,69,94,8,9
aiogram,2019-05-24T20:52:54.117Z,46,12,15,13,12,8,25,31,14,29,76,80,18,37,93,53,55
rss-bridge,2022-03-05T11:22:14.384Z,21,16,9,25,4,17,36,10,134,93,52,81,44,20,41,46,34
visualpython,2021-06-25T11:23:17.381Z,0,0,0,0,0,0,0,56,38,33,85,31,55,42,1,35,45
intelowl-project,2022-12-27T21:13:38.393Z,31,28,29,29,22,25,37,30,42,47,96,66,80,83,43,28,56
rsschool,2019-10-23T10:46:19.733Z,0,0,60,92,12,19,70,125,97,56,72,124,117,110,79,39,37
poweradmin,2022-01-27T02:34:13.532Z,0,0,0,0,0,0,10,10,139,35,72,11,0,8,0,43,102
pdfme,2025-01-24T11:19:06.480Z,0,1,24,17,21,8,19,5,36,62,132,33,43,54,16,0,0
darkreader,2018-03-13T08:01:17.039Z,2,12,30,12,7,16,29,55,88,93,117,25,15,41,22,65,27
keeweb,2019-09-07T20:12:21.594Z,117,37,44,17,0,0,0,81,267,89,22,3,11,2,73,150,186
swiper,2021-01-29T07:03:01.329Z,73,87,42,11,35,33,68,90,145,152,73,84,39,32,28,248,23
gotosocial,2022-06-01T19:43:13.733Z,18,20,18,40,30,16,35,59,33,42,38,44,37,117,46,62,88
dosbox-staging,2021-05-11T21:26:58.073Z,96,125,124,172,229,204,102,96,57,73,184,140,234,158,238,247,110
opencomic,2024-10-23T01:18:44.955Z,4,25,12,22,3,2,31,26,41,10,6,63,45,32,49,61,88
gephi,2023-09-13T13:03:38.310Z,42,120,54,23,1,0,15,12,0,1,296,147,15,19,11,5,2
postcss,2019-12-23T19:20:30.096Z,3,10,4,2,3,5,12,5,7,4,89,12,5,18,14,79,48
duostories,2023-08-17T00:11:01.343Z,6,3,17,21,50,62,26,77,50,80,16,52,16,149,31,49,93
bumbag,2020-07-20T03:28:44.357Z,1,3,33,60,27,17,32,41,140,100,30,36,43,19,62,64,81
bagisto,2019-04-29T10:04:34.901Z,83,115,316,122,166,250,253,194,254,172,397,200,175,309,227,100,137
ngrx,2017-07-18T17:14:03.380Z,0,0,0,2,11,14,3,6,50,48,26,26,26,17,37,36,34
hpy,2020-10-08T09:55:00.977Z,6,97,37,52,54,1,114,67,112,151,79,121,150,46,68,7,19
cadcad1,2020-05-17T10:34:51.778Z,41,2,0,0,4,5,12,3,45,97,31,77,61,0,10,0,1
wemake-python-styleguide,2019-07-04T12:36:55.325Z,43,69,50,39,24,14,6,37,135,91,30,92,87,35,19,73,59
laravel-mongodb,2019-07-18T14:01:46.017Z,7,1,4,8,4,5,3,1,1,10,17,36,16,3,76,57,22
openapi_generator,2019-04-09T10:14:07.133Z,148,91,117,120,114,137,93,176,111,147,103,134,182,90,207,176,155
chatwoot,2021-04-19T10:07:08.051Z,43,42,55,39,49,63,55,66,67,76,83,63,75,80,73,87,69
selenium,2023-09-12T17:47:37.067Z,105,58,115,102,144,176,155,209,161,230,147,194,171,79,187,103,144
mdanalysis,2022-04-05T20:12:43.276Z,25,13,19,14,7,10,19,22,53,93,116,28,11,13,18,16,19
typeorm,2017-10-11T20:49:41.659Z,41,40,31,87,135,142,76,307,194,183,127,110,135,219,155,36,78
pyrogram,2021-10-15T06:14:24.667Z,13,63,20,35,10,2,7,8,5,3,47,41,29,13,161,27,20
react-spring,2018-07-20T20:10:15.267Z,0,0,0,0,232,229,81,61,57,115,53,113,59,239,51,128,28
twilight,2021-09-15T13:40:38.588Z,84,18,18,60,46,94,84,42,34,77,65,119,105,58,71,54,79
babashka,2020-03-31T13:19:37.998Z,0,138,40,47,82,149,161,79,115,236,186,88,22,69,83,85,107
kornia,2021-05-22T10:17:27.484Z,18,30,25,14,25,11,19,40,31,75,23,45,83,68,28,16,23
grapesjs,2017-10-03T04:04:28.077Z,27,15,28,56,111,52,110,137,130,168,107,144,52,49,78,49,67
vsformat,2021-03-15T22:00:05.244Z,25,3,1,21,0,1,2,1,2,47,18,29,32,7,1,23,74
babybuddy,2021-09-25T21:57:49.734Z,6,10,3,9,13,20,33,48,27,26,37,33,25,63,48,36,47
tracardi-cdp,2022-04-27T10:01:15.984Z,63,67,35,90,139,124,68,32,66,84,68,74,164,78,74,125,122
core-js,2019-03-22T03:38:17.681Z,12,12,19,6,30,65,67,37,62,25,87,21,37,45,30,88,79
cusdis,2021-04-23T12:51:02.349Z,0,0,0,0,0,0,0,0,253,91,15,3,5,2,3,37,4
jreleaser,2021-07-14T15:15:24.064Z,10,0,1,2,107,155,110,52,102,13,22,104,110,103,131,84,28
pymc,2021-06-14T21:27:30.439Z,33,33,56,46,23,154,30,46,74,56,53,73,66,101,69,95,65
quinn-rs,2024-03-22T21:21:44.708Z,11,25,17,10,8,34,14,17,29,59,66,21,29,24,15,29,50
php-standard-library,2021-06-21T19:44:22.691Z,32,3,6,10,27,36,7,16,2,11,1,38,15,71,98,36,21
betonquest,2021-10-17T12:09:05.017Z,33,48,72,110,31,65,56,60,106,62,70,60,76,81,83,34,162
eslint,2019-02-07T00:19:05.154Z,33,59,25,24,33,28,33,22,63,47,54,52,39,29,62,63,62
librecad,2022-10-09T19:03:15.940Z,2,4,11,1,19,4,0,9,4,2,8,0,1,0,1,58,131
rollup,2018-01-12T01:29:15.038Z,1,51,57,137,80,42,100,159,230,136,187,113,109,107,30,59,34
bluez,2024-01-25T17:48:20.036Z,55,40,59,57,44,58,35,30,78,68,63,67,98,45,84,61,38
amogos,2021-08-12T20:08:35.183Z,0,0,0,0,0,16,36,35,32,45,110,25,20,13,18,1,0
wolvic,2022-10-19T02:38:29.083Z,15,35,11,27,36,34,18,27,26,32,15,48,46,59,37,57,52
sled,2019-07-23T10:10:47.227Z,161,114,118,115,139,127,93,150,131,218,170,202,124,72,88,199,87
dexiejs,2023-04-20T10:14:43.728Z,0,2,15,0,1,16,4,12,8,44,44,23,7,7,33,10,24
react-ace,2017-05-26T19:00:58.820Z,8,18,9,2,3,13,0,12,66,10,13,17,23,42,44,22,30
ancientbeast,2019-12-06T21:57:36.039Z,12,53,0,1,3,16,59,39,35,3,3,17,60,14,96,52,74
phpbb,2023-01-12T22:58:41.661Z,5,31,26,8,6,31,24,63,88,32,10,36,16,59,47,53,77
vifm,2022-05-24T15:54:34.171Z,74,31,51,22,22,25,55,11,18,64,32,41,65,28,49,41,106
spire,2021-05-24T15:24:18.865Z,4,0,0,0,0,0,0,0,11,19,9,3,44,0,0,0,63
generator-jhipster,2017-12-04T17:37:57.900Z,13,4,20,6,8,8,71,62,45,43,33,80,50,39,38,15,28
textpattern-collective,2020-11-04T02:10:12.304Z,23,6,73,173,197,72,85,72,82,148,65,155,130,82,96,91,67
mediasoup,2019-02-26T15:27:52.552Z,0,6,3,4,28,48,91,20,4,64,112,74,35,43,4,0,0
graphql-net,2020-05-13T23:39:32.988Z,21,23,33,10,36,35,21,11,8,0,16,57,32,53,16,25,123
cspell,2022-02-13T18:20:27.413Z,71,34,117,147,81,56,69,149,90,65,61,183,107,78,177,86,97
wechaty,2019-05-03T09:31:19.226Z,23,14,16,29,18,5,12,30,50,78,64,5,16,7,13,48,45
bootscore,2023-09-27T10:22:12.118Z,49,47,48,48,31,62,17,59,59,16,95,63,29,95,99,67,25
perfumejs,2019-07-22T22:29:07.318Z,4,1,9,6,2,0,1,0,2,0,33,19,41,16,12,26,2
networkx,2022-04-05T20:16:44.446Z,23,18,28,17,19,18,44,37,44,45,113,33,23,16,45,32,23
pyparsing,2024-07-18T07:17:42.032Z,5,0,0,23,15,0,9,7,6,35,54,23,6,17,17,3,27
javaparser,2023-11-22T05:53:27.922Z,51,45,35,26,20,54,23,47,76,52,31,36,20,80,94,78,33
vue-tables-2,2019-11-20T18:23:59.044Z,6,0,0,0,0,1,0,66,25,52,11,77,18,18,10,5,3
playframework,2021-11-08T21:38:39.747Z,106,67,44,45,20,33,23,16,20,47,79,35,44,95,69,70,36
patchfox,2019-06-12T02:20:10.332Z,0,0,8,7,6,6,3,15,55,18,35,29,18,42,17,0,6
techup,2021-08-09T06:45:22.321Z,2,7,0,1,0,29,37,0,18,14,1,0,0,0,86,67,27
fast-endpoints,2023-05-22T08:03:21.307Z,92,105,73,10,16,51,37,43,25,79,84,74,116,46,48,38,58
carbon,2019-02-25T19:54:07.338Z,61,68,60,9,42,17,42,31,100,97,15,25,46,98,121,23,21
microcks,2023-11-28T18:42:32.801Z,16,27,19,40,22,23,19,54,42,23,49,57,58,21,38,65,24
beercss,2023-04-06T07:27:35.894Z,43,0,8,12,21,40,24,8,51,44,43,22,43,50,24,31,14
jmonkeyengine,2020-11-03T08:06:31.349Z,7,89,15,4,0,12,1,6,23,16,7,22,87,59,37,3,15
greenshot,2019-09-18T00:33:48.616Z,0,0,0,0,0,0,0,0,0,0,0,0,0,39,32,28,12
listr2,2023-04-11T18:36:34.350Z,2,14,0,4,1,4,0,107,116,24,8,30,0,83,23,41,33
jaeles-project,2019-12-01T17:37:53.784Z,0,0,0,0,0,0,0,23,29,18,37,11,15,14,17,13,8
openpracticelibrary,2023-07-13T08:12:57.676Z,45,49,43,59,4,40,7,27,38,57,70,46,55,19,60,28,48
rspamd_project,2019-06-27T07:47:37.382Z,304,185,157,188,179,184,183,133,217,262,189,256,249,187,128,189,161
websockets,2024-02-28T14:11:54.585Z,2,3,0,0,14,4,3,21,8,0,4,1,0,14,85,36,13
git-bug,2018-09-28T17:57:39.159Z,0,0,0,0,0,0,119,107,128,68,2,52,22,38,38,44,68
the-katzenpost-software-project,2019-02-18T14:54:26.400Z,6,53,69,119,134,5,29,25,66,132,61,58,7,57,23,164,43
hanami,2022-03-23T11:24:09.176Z,4,0,0,1,7,2,7,15,7,4,2,13,27,10,6,30,46
react-native-elements,2017-04-16T07:36:50.231Z,0,144,27,26,41,35,66,76,149,89,78,160,77,20,20,43,30
