slug,first_donation_date,-6月,-5月,-4月,-3月,-2月,-1月,0月,+1月,+2月,+3月,+4月,+5月,+6月
writefreely,2021-05-10T13:40:16.282Z,0,0,0,0,0,0,0,0,0,0,0,0,0
intelowl-project,2022-12-27T21:13:38.393Z,0,14,11,19,18,11,19,16,10,11,15,12,7
vuepress,2019-10-03T09:03:38.866Z,0,0,0,0,0,0,0,0,0,0,0,0,0
kairos-research-lab,2022-11-11T21:20:15.887Z,0,0,0,0,0,0,108,154,101,9,3,13,58
devstaff,2020-12-15T12:17:43.729Z,0,0,0,0,0,0,0,0,0,0,0,0,0
multitheftauto,2022-04-07T02:23:27.392Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cgru,2022-02-02T06:01:09.039Z,0,0,0,0,0,0,0,0,0,0,0,0,0
community,2020-01-17T15:08:19.994Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vuepress,2019-10-03T09:03:38.866Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sympy,2021-06-16T13:35:18.278Z,0,0,0,0,1,0,0,0,0,1,0,1,0
hanami,2022-03-23T11:24:09.176Z,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-ttrss,2019-07-23T07:11:34.572Z,0,0,0,0,0,0,0,0,0,0,0,0,0
bumbag,2020-07-20T03:28:44.357Z,10,60,27,17,32,41,140,100,30,36,43,19,30
badaso,2021-08-04T02:15:28.111Z,0,0,0,0,0,0,0,0,0,0,0,0,0
badaso,2021-08-04T02:15:28.111Z,0,0,0,0,0,0,0,0,0,0,0,0,0
php-standard-library,2021-06-21T19:44:22.691Z,0,0,0,0,0,0,0,0,0,0,2,6,5
freshos,2017-10-20T14:37:14.668Z,0,0,0,0,0,0,0,0,0,0,0,0,0
activeadmin,2019-02-02T17:17:19.999Z,0,0,0,0,0,0,0,0,0,0,0,0,0
kaffy,2020-07-29T23:26:04.040Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openapi-ts,2024-07-11T23:51:26.263Z,0,0,0,0,0,0,0,0,0,0,1,0,1
gdevelop-community,2024-01-11T17:22:01.419Z,0,0,0,0,0,0,0,0,0,0,0,0,0
scikit-image,2022-05-05T19:49:34.994Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pygad,2021-01-04T15:03:21.556Z,0,0,0,0,0,0,0,0,0,0,0,0,0
scikit-image,2022-05-05T19:49:34.994Z,0,0,0,0,0,0,0,0,0,0,0,0,0
platypus,2021-05-03T05:09:58.730Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mapletestimony,2023-02-13T16:43:42.431Z,0,0,0,0,0,0,0,0,0,1,0,0,0
platypus,2021-05-03T05:09:58.730Z,0,0,0,0,0,0,0,0,0,0,0,0,0
flow-launcher,2022-07-06T04:46:42.955Z,0,2,0,0,0,0,0,0,0,0,0,1,0
redom,2018-03-05T09:31:25.793Z,0,0,0,0,0,0,0,0,0,0,0,0,0
manyfold,2024-03-28T15:45:19.835Z,0,0,0,0,0,0,0,0,0,0,0,0,4
prism,2019-12-10T00:59:10.028Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs,2024-07-31T15:13:40.148Z,0,0,0,0,0,0,0,0,0,0,0,0,0
markdown-it,2022-01-25T02:38:00.576Z,0,0,0,0,0,0,1,1,1,0,0,0,0
markdown-it,2022-01-25T02:38:00.576Z,0,0,0,0,0,0,1,1,1,0,0,0,0
prism,2019-12-10T00:59:10.028Z,0,0,0,0,0,0,0,0,0,0,0,0,0
gwdevhub_collective,2023-12-15T06:44:35.169Z,0,0,0,0,0,0,0,0,0,0,0,0,0
greenshot,2019-09-18T00:33:48.616Z,0,0,0,0,0,0,0,0,0,0,0,0,0
xrdp-project,2023-12-21T16:47:23.372Z,0,0,0,0,0,0,0,0,0,0,0,0,0
codecrumbs,2019-02-18T12:27:17.939Z,0,0,0,0,0,0,0,0,0,0,0,0,0
axmol,2024-01-10T04:58:05.127Z,0,0,0,0,0,0,0,0,0,0,0,0,0
reactfigma,2020-12-22T03:30:46.308Z,0,0,0,0,0,0,0,0,0,0,0,0,0
code-surfer,2019-10-09T13:24:52.785Z,0,0,0,0,0,0,0,0,0,0,0,0,0
opensid,2019-11-26T20:53:15.317Z,0,0,0,0,0,0,0,0,0,0,0,0,0
detekt,2022-01-25T02:28:52.756Z,0,2,1,2,1,0,1,1,1,1,0,0,0
opensid,2019-11-26T20:53:15.317Z,0,0,0,0,0,0,0,0,0,0,0,0,0
miso,2020-01-17T05:49:31.450Z,0,0,0,0,0,0,0,0,0,0,0,0,0
networkx,2022-04-05T20:16:44.446Z,0,0,0,1,0,0,0,0,0,0,0,0,0
node-datachannel,2022-03-16T13:11:29.332Z,0,0,0,0,0,0,0,0,0,0,0,0,0
linkwarden,2023-12-09T16:00:16.178Z,0,0,0,0,0,0,0,0,0,0,0,0,0
buka,2019-12-28T16:37:11.700Z,0,0,0,0,0,0,0,0,0,0,0,0,0
octolinker,2017-08-13T19:58:49.085Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pixieditor,2022-02-01T19:31:05.349Z,0,0,0,0,0,0,0,0,0,0,0,0,0
kobalte,2023-02-07T23:36:57.767Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openchakra,2020-02-19T04:28:18.651Z,0,0,0,0,0,0,0,0,0,0,0,0,0
assimp,2021-01-25T21:26:28.158Z,0,0,0,0,0,0,0,0,0,0,1,0,0
hyper-term,2021-09-19T23:01:34.031Z,4,4,12,57,50,61,45,38,42,27,37,35,19
bitmagnet,2024-06-05T14:52:51.950Z,0,0,0,0,5,2,1,0,0,0,0,0,0
code-spell-checker,2022-02-13T18:24:35.679Z,5,8,9,8,11,13,16,10,8,6,3,5,1
sorry-cypress,2020-11-03T02:10:05.590Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dolibarr,2018-05-31T17:53:09.043Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dolibarr,2018-05-31T17:53:09.043Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sorry-cypress,2020-11-03T02:10:05.590Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openhv,2023-04-08T16:08:58.534Z,0,0,0,0,0,0,0,0,0,0,0,0,0
astropy,2022-04-05T17:27:59.759Z,1,1,0,0,0,0,0,0,0,0,0,0,0
vue-stripe-checkout,2020-08-21T00:48:30.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0
rwf2,2022-06-21T22:30:48.245Z,0,0,0,0,0,0,0,0,0,0,0,0,0
rekit,2020-07-01T04:26:59.983Z,0,0,0,0,0,0,0,0,0,0,0,0,0
africarxiv,2020-02-15T22:00:19.355Z,0,0,0,0,0,0,0,0,0,0,0,0,0
jscpd,2018-12-17T04:29:34.793Z,0,0,0,0,0,0,0,0,0,0,0,0,0
africarxiv,2020-02-15T22:00:19.355Z,0,0,0,0,0,0,0,0,0,0,0,0,0
jscpd,2018-12-17T04:29:34.793Z,0,0,0,0,0,0,0,0,0,0,0,0,0
statoscope,2021-03-10T23:25:18.271Z,0,0,0,0,0,0,0,0,0,12,9,1,2
statoscope,2021-03-10T23:25:18.271Z,0,0,0,0,0,0,0,0,0,12,9,1,2
mapstruct,2023-09-02T15:04:59.773Z,0,0,1,1,0,0,1,0,0,0,0,0,0
unocss,2023-05-05T16:26:42.958Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mapstruct,2023-09-02T15:04:59.773Z,0,0,1,1,0,0,1,0,0,0,0,0,0
tbox,2021-10-21T02:50:50.692Z,0,0,0,0,0,0,0,0,0,0,0,0,0
larecipe,2019-03-14T08:02:11.849Z,0,0,0,0,0,0,0,0,0,0,0,0,0
offlineimap-organization,2019-12-07T18:11:14.503Z,0,0,0,0,0,0,0,0,0,0,0,0,0
safing-portmaster,2023-10-19T13:16:49.439Z,0,0,0,0,0,0,0,0,0,0,0,0,0
offlineimap-organization,2019-12-07T18:11:14.503Z,0,0,0,0,0,0,0,0,0,0,0,0,0
swup,2019-09-29T09:35:08.725Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vifm,2022-05-24T15:54:34.171Z,0,0,0,0,0,0,0,0,0,0,0,0,0
frontmatter,2022-05-31T18:02:33.450Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vuepress-theme-hope,2021-09-13T00:38:32.733Z,0,0,0,0,0,0,0,0,0,0,0,3,0
phoenix-ide,2023-07-17T13:59:53.677Z,0,0,1,0,0,0,3,0,0,0,1,0,1
emplea_do,2018-06-06T03:01:30.620Z,0,0,0,0,0,0,0,0,12,3,0,0,0
react-data-table-component,2021-07-13T21:49:09.704Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vuepress-theme-hope,2021-09-13T00:38:32.733Z,0,0,0,0,0,0,0,0,0,0,0,3,0
emplea_do,2018-06-06T03:01:30.620Z,0,0,0,0,0,0,0,0,12,3,0,0,0
yii2-widgets,2020-12-16T00:13:42.418Z,0,0,0,0,0,0,0,0,0,0,0,0,0
selenium-jupiter,2019-09-16T17:47:57.584Z,0,0,0,0,0,0,0,0,0,0,0,0,0
phoenix-ide,2023-07-17T13:59:53.677Z,0,0,1,0,0,0,3,0,0,0,1,0,1
sophox,2022-12-01T01:43:20.448Z,0,0,0,0,0,0,0,0,0,0,0,0,0
yii2-widgets,2020-12-16T00:13:42.418Z,0,0,0,0,0,0,0,0,0,0,0,0,0
nodeca,2022-07-12T13:49:40.460Z,0,0,0,0,0,0,0,0,0,0,0,0,0
jailer,2020-12-22T09:28:14.102Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pgrouting,2020-06-09T21:26:35.672Z,0,0,0,0,0,0,0,0,0,0,0,0,0
wireflow,2017-12-04T10:30:35.943Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pyrogram,2021-10-15T06:14:24.667Z,0,0,0,0,0,0,0,0,0,0,0,0,0
wireflow,2017-12-04T10:30:35.943Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dynamoid,2022-04-01T04:03:15.563Z,0,0,0,0,0,0,0,0,0,0,0,0,0
react-ace,2017-05-26T19:00:58.820Z,0,0,0,0,0,0,0,0,0,0,0,0,0
react-ace,2017-05-26T19:00:58.820Z,0,0,0,0,0,0,0,0,0,0,0,0,0
il-libro-open-source,2023-10-10T07:48:29.635Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ffplayout,2023-06-16T14:07:10.762Z,0,0,0,0,0,0,0,0,0,0,0,0,0
games-on-whales,2024-06-13T01:59:31.511Z,0,0,0,0,0,0,0,0,0,0,0,0,0
wemake-python-styleguide,2019-07-04T12:36:55.325Z,1,0,0,0,0,1,0,0,0,1,0,0,0
wemake-python-styleguide,2019-07-04T12:36:55.325Z,1,0,0,0,0,1,0,0,0,1,0,0,0
rhash,2022-01-01T12:24:39.797Z,0,0,0,0,0,0,0,0,0,0,0,0,0
chrome-react-ai,2019-09-23T13:03:14.362Z,0,0,0,0,0,0,0,0,0,0,0,0,0
chrome-react-ai,2019-09-23T13:03:14.362Z,0,0,0,0,0,0,0,0,0,0,0,0,0
flutter_easy_localization,2020-04-29T08:31:58.273Z,0,0,0,0,0,0,0,0,0,0,0,0,0
open-chemistry,2018-12-21T14:35:14.711Z,0,0,0,0,0,0,0,0,0,0,0,0,0
iplug2,2022-10-04T14:14:48.091Z,0,0,0,0,0,0,0,0,0,0,0,0,0
open-chemistry,2018-12-21T14:35:14.711Z,0,0,0,0,0,0,0,0,0,0,0,0,0
iplug2,2022-10-04T14:14:48.091Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sepheocoop,2024-09-17T15:50:58.756Z,0,0,0,0,0,0,0,0,0,0,0,0,0
respec,2019-09-15T01:45:58.876Z,0,0,0,0,0,0,0,0,0,0,0,0,0
googlecl,2021-07-06T19:55:29.008Z,0,0,0,0,0,0,0,0,0,0,0,0,0
eruda,2022-03-19T21:12:07.445Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ant-design-blazor,2020-03-29T16:33:58.442Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ant-design-blazor,2020-03-29T16:33:58.442Z,0,0,0,0,0,0,0,0,0,0,0,0,0
nodejs-mobile,2023-09-27T12:58:51.255Z,0,0,0,0,0,0,0,0,0,0,0,0,0
kube-hetzner,2023-04-24T18:02:32.840Z,0,0,0,0,0,0,0,0,0,0,0,0,0
memos,2023-03-08T17:50:25.661Z,0,0,0,0,0,0,0,0,0,0,0,0,0
nodejs-mobile,2023-09-27T12:58:51.255Z,0,0,0,0,0,0,0,0,0,0,0,0,0
swarmpit,2020-01-30T13:23:17.413Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mudlet,2023-04-04T18:16:26.462Z,0,1,0,0,0,1,1,0,0,0,0,0,0
otree,2023-01-07T22:50:12.889Z,0,0,0,0,0,0,0,0,0,0,0,0,0
futurecoder,2021-02-09T18:39:25.121Z,0,0,0,0,0,0,0,0,0,0,0,0,0
futurecoder,2021-02-09T18:39:25.121Z,0,0,0,0,0,0,0,0,0,0,0,0,0
librepcb,2021-04-17T19:17:16.653Z,0,0,0,0,0,0,0,0,0,0,0,0,0
otree,2023-01-07T22:50:12.889Z,0,0,0,0,0,0,0,0,0,0,0,0,0
reqnroll,2024-04-15T09:13:42.137Z,0,0,0,0,0,0,0,0,0,0,0,0,0
spire,2021-05-24T15:24:18.865Z,0,0,0,0,0,0,0,0,0,0,0,0,0
spire,2021-05-24T15:24:18.865Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mue,2022-11-02T18:21:53.746Z,0,0,0,0,0,0,0,0,0,0,0,6,0
reqnroll,2024-04-15T09:13:42.137Z,0,0,0,0,0,0,0,0,0,0,0,0,0
spire,2021-05-24T15:24:18.865Z,0,0,0,0,0,0,0,0,0,0,0,0,0
chaoss-africa,2023-05-04T16:04:26.507Z,0,0,0,0,0,0,0,0,0,0,0,0,0
reqnroll,2024-04-15T09:13:42.137Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dexiejs,2023-04-20T10:14:43.728Z,0,0,0,0,0,0,0,1,1,0,0,0,0
gab,2020-08-11T00:17:35.050Z,0,0,0,0,0,0,0,0,0,0,0,0,0
handycontrol,2020-07-04T09:47:58.636Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dockle,2019-07-23T13:39:07.936Z,0,0,0,0,0,0,0,0,0,0,0,0,0
bagisto,2019-04-29T10:04:34.901Z,0,0,0,0,0,0,0,0,0,0,0,0,0
datahike,2021-04-04T01:14:59.813Z,0,0,1,0,0,0,0,0,1,0,0,0,0
react-admin,2022-01-27T02:31:10.515Z,0,0,0,0,1,0,0,0,0,0,0,0,0
ya-webadb,2022-05-01T23:25:55.301Z,0,0,0,0,0,0,0,0,0,0,0,0,0
datahike,2021-04-04T01:14:59.813Z,0,0,1,0,0,0,0,0,1,0,0,0,0
imask,2019-07-26T11:14:11.957Z,0,0,0,0,0,0,0,0,0,0,0,0,0
blogmarks,2020-11-04T17:33:19.439Z,0,0,0,0,0,0,0,0,0,0,0,0,0
blogmarks,2020-11-04T17:33:19.439Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ya-webadb,2022-05-01T23:25:55.301Z,0,0,0,0,0,0,0,0,0,0,0,0,0
koko-analytics,2022-08-17T13:08:54.894Z,0,0,0,0,0,0,0,0,0,0,0,0,0
jekyll-admin,2020-02-28T23:19:26.971Z,0,0,0,0,0,0,0,0,0,0,0,0,0
opencollective-oss,2017-08-05T18:48:10.517Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openml,2021-10-02T20:03:05.613Z,0,0,0,0,0,0,0,0,0,0,0,0,0
opencannabis,2022-03-23T20:59:14.931Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pest,2022-10-10T15:58:05.795Z,0,0,0,0,0,0,0,0,0,0,0,0,0
beawitching,2023-05-02T23:28:41.164Z,0,0,0,0,0,0,0,0,0,0,0,0,0
k2vr,2022-10-13T20:32:02.126Z,0,0,0,0,0,0,0,0,0,0,0,0,0
k2vr,2022-10-13T20:32:02.126Z,0,0,0,0,0,0,0,0,0,0,0,0,0
hpx,2021-06-11T01:51:42.122Z,0,0,0,0,0,0,0,0,0,0,0,0,0
beawitching,2023-05-02T23:28:41.164Z,0,0,0,0,0,0,0,0,0,0,0,0,0
opencannabis,2022-03-23T20:59:14.931Z,0,0,0,0,0,0,0,0,0,0,0,0,0
hpx,2021-06-11T01:51:42.122Z,0,0,0,0,0,0,0,0,0,0,0,0,0
commitizen-tools,2023-03-06T20:11:53.483Z,0,0,0,2,0,0,0,5,1,4,14,7,0
tidal-media-downloader,2021-07-10T04:11:07.164Z,0,0,0,0,0,0,0,0,0,0,0,0,0
castopod,2022-03-07T16:32:13.896Z,0,0,0,0,0,0,0,0,0,0,0,0,0
diskframe,2019-09-11T04:17:21.325Z,0,0,0,0,3,97,121,65,27,51,16,7,4
yamada-ui,2024-03-06T20:36:17.138Z,0,0,0,0,0,0,0,0,0,0,0,1,0
yamada-ui,2024-03-06T20:36:17.138Z,0,0,0,0,0,0,0,0,0,0,0,1,0
suneditor,2021-04-10T14:26:31.953Z,0,0,0,0,0,0,0,0,0,0,0,0,0
yamada-ui,2024-03-06T20:36:17.138Z,0,0,0,0,0,0,0,0,0,0,0,1,0
networkupstools,2023-02-02T16:01:25.119Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sweetalert,2018-10-04T14:23:11.103Z,0,0,0,0,0,0,0,0,0,0,0,0,0
networkupstools,2023-02-02T16:01:25.119Z,0,0,0,0,0,0,0,0,0,0,0,0,0
gqless,2020-03-19T21:50:06.740Z,0,0,0,0,0,0,0,0,0,0,0,0,0
gqless,2020-03-19T21:50:06.740Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sollumz,2024-11-04T22:05:20.772Z,0,0,1,0,0,0,0,0,0,0,0,0,0
umap,2023-08-16T15:56:52.817Z,0,0,0,0,0,0,0,0,0,0,0,0,0
umap,2023-08-16T15:56:52.817Z,0,0,0,0,0,0,0,0,0,0,0,0,0
typeorm-fixtures,2022-11-08T20:04:34.033Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ueransim,2021-01-31T11:45:15.487Z,0,0,0,0,0,0,0,0,0,0,0,0,0
redmodding,2021-02-17T16:15:27.686Z,1,1,1,0,0,3,2,1,0,0,2,0,0
typeorm-fixtures,2022-11-08T20:04:34.033Z,0,0,0,0,0,0,0,0,0,0,0,0,0
jump,2022-04-05T19:49:40.197Z,0,0,0,0,0,0,0,0,0,0,0,0,0
apiato,2018-03-02T01:40:54.281Z,0,0,0,0,0,0,0,0,0,0,0,0,0
apiflask,2023-12-08T15:42:40.092Z,0,0,0,0,0,0,0,1,5,10,4,2,0
anotherredisdesktopmanager,2020-07-09T15:10:10.974Z,0,0,0,0,0,0,0,0,0,0,0,0,0
aedes,2020-02-13T22:09:38.530Z,0,0,0,0,0,0,0,0,0,1,0,0,0
anotherredisdesktopmanager,2020-07-09T15:10:10.974Z,0,0,0,0,0,0,0,0,0,0,0,0,0
coopcycle,2022-08-30T12:32:44.089Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openseadragon,2021-05-20T18:59:27.893Z,0,0,0,0,0,0,0,0,0,0,0,0,0
coopcycle,2022-08-30T12:32:44.089Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openseadragon,2021-05-20T18:59:27.893Z,0,0,0,0,0,0,0,0,0,0,0,0,0
coopcycle,2022-08-30T12:32:44.089Z,0,0,0,0,0,0,0,0,0,0,0,0,0
express-cassandra,2021-08-09T23:26:25.556Z,0,0,0,0,0,0,0,0,0,0,0,0,0
drogon,2023-04-08T18:15:01.838Z,0,0,0,0,0,0,0,0,0,0,1,0,1
express-cassandra,2021-08-09T23:26:25.556Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cobbler,2023-04-24T18:04:05.687Z,0,0,0,0,0,0,1,0,0,0,0,0,0
westpa,2021-09-01T17:06:53.041Z,0,0,0,0,0,0,1,0,0,1,0,0,0
iconify,2024-04-20T18:20:11.886Z,0,0,0,0,0,0,0,0,0,0,0,0,0
iconify,2024-04-20T18:20:11.886Z,0,0,0,0,0,0,0,0,0,0,0,0,0
hadolint,2023-05-23T21:03:15.283Z,0,0,0,0,0,4,0,0,0,0,0,0,0
less,2020-03-06T11:34:25.144Z,0,0,0,0,0,0,0,0,0,5,12,0,0
iconify,2024-04-20T18:20:11.886Z,0,0,0,0,0,0,0,0,0,0,0,0,0
iconify,2024-04-20T18:20:11.886Z,0,0,0,0,0,0,0,0,0,0,0,0,0
less,2020-03-06T11:34:25.144Z,0,0,0,0,0,0,0,0,0,5,12,0,0
heylinda,2021-08-02T12:28:45.429Z,0,0,0,0,0,0,4,0,0,0,0,0,0
cupy,2023-12-03T10:39:03.122Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cupy,2023-12-03T10:39:03.122Z,0,0,0,0,0,0,0,0,0,0,0,0,0
notesnook,2022-11-05T17:29:18.048Z,0,0,0,0,0,0,0,0,0,0,0,0,0
just-the-docs,2023-01-24T16:00:40.613Z,0,3,3,3,4,1,1,1,4,6,2,5,4
poliastro,2019-10-13T10:51:23.656Z,0,0,0,0,0,0,0,0,0,0,0,0,0
notesnook,2022-11-05T17:29:18.048Z,0,0,0,0,0,0,0,0,0,0,0,0,0
poliastro,2019-10-13T10:51:23.656Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mathesar,2023-03-15T20:15:45.443Z,0,0,0,0,0,0,0,0,0,0,1,0,0
mathesar,2023-03-15T20:15:45.443Z,0,0,0,0,0,0,0,0,0,0,1,0,0
gacp,2020-02-22T21:25:17.059Z,0,0,0,0,0,0,0,0,0,1,0,0,0
univer,2023-12-26T03:21:20.578Z,0,0,0,0,0,0,0,0,0,0,0,0,0
blosc,2022-04-05T18:43:03.620Z,0,0,0,0,0,0,0,0,0,0,0,0,0
univer,2023-12-26T03:21:20.578Z,0,0,0,0,0,0,0,0,0,0,0,0,0
witchcraft,2019-02-14T03:41:55.032Z,0,0,0,0,0,0,0,0,0,0,0,0,0
django-import-export,2023-06-26T10:06:19.926Z,0,0,0,0,0,0,0,0,0,0,0,0,0
babybuddy,2021-09-25T21:57:49.734Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vvvebjs,2019-04-10T09:29:08.146Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vvvebjs,2019-04-10T09:29:08.146Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vvvebjs,2019-04-10T09:29:08.146Z,0,0,0,0,0,0,0,0,0,0,0,0,0
spiral-collective,2021-04-05T05:11:42.706Z,11,11,18,6,6,9,6,2,6,4,8,5,1
dynamoose,2020-05-06T03:42:00.576Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dynamoose,2020-05-06T03:42:00.576Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dynamoose,2020-05-06T03:42:00.576Z,0,0,0,0,0,0,0,0,0,0,0,0,0
appium-device-farm,2024-05-05T09:45:22.490Z,0,0,0,1,0,0,0,1,0,0,0,0,0
appium-device-farm,2024-05-05T09:45:22.490Z,0,0,0,1,0,0,0,1,0,0,0,0,0
domino-ui,2024-02-22T15:25:19.493Z,0,0,0,0,0,0,0,0,0,0,0,0,0
instantos,2022-08-16T20:02:52.360Z,0,0,0,0,0,0,0,0,0,0,0,0,0
rustpython,2022-04-22T16:09:10.764Z,0,1,0,0,0,0,0,0,0,0,0,0,0
semantic-release,2021-05-06T15:34:23.381Z,0,0,0,0,0,0,0,0,0,0,0,0,0
rustpython,2022-04-22T16:09:10.764Z,0,1,0,0,0,0,0,0,0,0,0,0,0
codeowners-generator,2023-03-01T16:43:11.849Z,0,0,0,0,0,1,2,0,0,0,0,0,0
rust-battery,2019-06-04T07:57:59.235Z,0,0,0,0,0,0,0,0,0,0,0,0,0
saasfly,2024-04-19T15:11:29.449Z,0,0,0,0,1,5,34,15,3,7,3,6,0
codeowners-generator,2023-03-01T16:43:11.849Z,0,0,0,0,0,1,2,0,0,0,0,0,0
geostyler,2023-05-23T06:54:52.580Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pmd,2021-03-01T18:12:03.269Z,0,1,0,0,0,0,1,0,0,0,0,0,0
breathe,2023-01-04T02:54:01.961Z,0,0,0,0,0,0,0,0,0,0,0,0,0
civic-tech-field-guide,2022-06-24T12:43:33.416Z,0,0,0,0,0,0,0,0,0,0,0,0,0
amogos,2021-08-12T20:08:35.183Z,0,0,0,0,0,0,0,0,0,0,0,0,0
deskreen,2021-01-19T08:22:26.873Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pgai-collective,2024-03-21T00:30:30.998Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pgai-collective,2024-03-21T00:30:30.998Z,0,0,0,0,0,0,0,0,0,0,0,0,0
apollo-elements,2021-02-01T10:52:33.831Z,0,0,0,0,0,0,0,0,0,0,0,0,0
apollo-elements,2021-02-01T10:52:33.831Z,0,0,0,0,0,0,0,0,0,0,0,0,0
postgres,2023-07-30T10:42:59.228Z,0,0,0,0,0,0,0,0,0,0,0,0,0
open-app-ecosystem,2020-02-14T15:11:07.723Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mlpack,2022-04-05T20:16:09.166Z,0,0,0,0,0,0,0,1,0,0,0,0,0
color,2024-07-12T04:41:31.074Z,0,1,0,0,0,0,0,1,0,0,0,0,0
react-awesome-query-builder,2020-02-15T17:04:13.789Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vue-material,2020-07-03T14:21:04.851Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vue-material,2020-07-03T14:21:04.851Z,0,0,0,0,0,0,0,0,0,0,0,0,0
color,2024-07-12T04:41:31.074Z,0,1,0,0,0,0,0,1,0,0,0,0,0
django-crispy-forms,2023-11-28T18:40:25.644Z,0,0,0,0,0,0,0,0,0,0,0,0,0
xdebug,2020-07-17T09:03:33.686Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sopel,2020-04-21T11:34:16.215Z,0,0,0,0,0,0,0,0,0,0,0,0,0
lycheeorg,2024-02-28T14:05:03.336Z,0,0,0,0,0,1,0,1,1,1,0,0,0
websockets,2024-02-28T14:11:54.585Z,0,0,3,0,3,0,0,0,0,0,0,0,0
lowdefy-os,2023-08-02T15:48:26.873Z,0,0,0,0,0,0,0,0,0,0,0,0,0
lycheeorg,2024-02-28T14:05:03.336Z,0,0,0,0,0,1,0,1,1,1,0,0,0
urduhack,2019-07-04T23:24:10.198Z,0,0,0,0,0,0,0,0,0,0,0,0,0
urduhack,2019-07-04T23:24:10.198Z,0,0,0,0,0,0,0,0,0,0,0,0,0
monotorrent,2020-02-03T15:58:10.734Z,0,0,0,0,0,0,0,0,0,0,0,0,0
doc-detective,2024-04-30T10:53:59.142Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cspell,2022-02-13T18:20:27.413Z,5,5,9,6,6,6,9,9,7,9,4,2,1
revogrid,2022-08-15T13:07:11.927Z,0,0,0,0,0,0,0,0,0,0,0,0,0
revogrid,2022-08-15T13:07:11.927Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cp-algorithms,2024-02-28T14:11:57.074Z,0,0,0,0,0,0,0,0,3,12,74,65,7
loadable,2019-04-22T15:58:55.186Z,36,37,12,22,15,17,18,11,11,6,5,11,3
revogrid,2022-08-15T13:07:11.927Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vanilla-rtb,2018-10-14T18:49:54.863Z,0,0,0,0,0,0,0,0,0,0,0,0,0
prettier-eslint,2024-03-28T20:37:46.508Z,0,0,0,0,0,0,0,0,0,0,0,0,0
semaphore,2022-10-22T08:53:13.829Z,0,0,0,0,0,0,0,0,0,0,0,0,0
gfx-rs,2021-05-04T14:20:19.856Z,0,0,0,1,40,59,71,23,5,1,0,0,0
