project_name,first_donation_date,-8月,-7月,-6月,-5月,-4月,-3月,-2月,-1月,0月,+1月,+2月,+3月,+4月,+5月,+6月,+7月,+8月
zulip,2021-02-25T03:22:30Z,953,842,473,346,432,169,135,160,573,658,647,650,677,585,328,261,161
goaccess,2024-10-10T17:23:42Z,21,11,17,22,8,3,2,0,15,4,5,4,5,29,36,3,11
marten,2023-04-19T18:20:38Z,67,18,8,43,31,22,50,38,16,30,21,33,25,49,39,72,60
carla,2022-03-14T17:06:52Z,126,18,40,24,38,7,6,25,27,46,27,23,66,9,14,57,53
neverthrow,2023-11-08T16:47:14Z,3,6,1,7,0,0,0,21,1,0,0,3,0,7,4,15,23
Magick.NET,2019-05-23T17:27:56Z,71,27,21,36,27,19,35,100,39,185,48,42,32,46,65,11,53
Scrutor,2024-04-16T15:08:27Z,6,11,0,3,0,0,1,0,0,0,2,0,0,9,1,3,12
sqlalchemy,2021-01-27T11:06:36Z,96,68,57,109,106,71,67,82,93,90,168,209,101,92,70,74,91
faceswap,2025-03-21T20:57:59Z,1,3,0,0,1,0,0,1,0,0,4,0,2,0,3,2,0
awesome,2019-05-23T14:30:31Z,5,10,0,3,10,23,7,2,20,6,5,4,12,3,15,6,5
vee-validate,2022-08-01T14:23:29Z,3,5,10,8,10,14,7,24,54,16,17,9,1,2,16,52,47
dolt,2021-03-15T21:58:39Z,86,126,118,195,231,223,223,167,196,219,220,218,208,191,231,144,308
mise,2024-12-03T22:23:19Z,117,197,31,21,127,126,152,383,388,210,117,90,108,149,89,250,162
httpstat,2022-09-29T06:26:32Z,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
rustpad,2023-12-07T14:21:32Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
croc,2020-10-13T16:35:57Z,13,19,16,14,1,4,31,85,67,7,10,8,31,39,59,15,13
gdal,2020-09-11T20:40:03Z,92,135,118,167,430,143,102,123,164,250,207,136,107,111,361,320,180
DOMPurify,2019-11-04T22:41:27Z,4,16,3,1,18,3,70,49,4,6,8,9,23,70,5,12,13
workout-cool,2025-07-20T13:44:34Z,0,0,0,0,0,0,0,285,86,15,17,2,0,0,0,0,0
Oxpecker,2024-08-23T20:41:15Z,1,83,80,28,12,6,3,19,24,22,76,48,10,9,6,12,22
derive_more,2024-12-04T01:41:07Z,1,2,4,13,14,3,0,3,0,6,6,2,4,10,6,2,2
pdfsam,2021-03-07T14:53:48Z,5,0,0,21,12,0,13,0,6,8,5,0,2,2,3,5,4
bluebubbles-app,2022-06-04T00:36:46Z,87,248,141,15,124,114,153,73,216,87,69,44,75,291,310,323,130
evcc,2022-11-29T08:13:40Z,124,71,86,55,78,103,119,138,87,247,111,146,102,110,109,104,115
design-patterns-for-humans,2022-09-25T22:25:04Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1
Rectangle,2020-09-02T17:35:32Z,46,22,8,52,21,12,9,6,34,53,22,81,19,14,23,12,10
react-three-fiber,2022-01-20T22:49:35Z,37,19,21,6,26,56,27,16,14,10,41,33,46,26,23,33,56
audiobookshelf,2023-12-27T19:15:25Z,109,69,52,104,71,139,99,125,98,85,97,131,86,121,194,184,147
husky,2020-06-03T18:37:31Z,12,3,0,41,10,1,10,5,0,0,0,37,9,15,15,12,36
clay,2025-02-17T11:27:11Z,0,0,27,30,22,4,33,75,47,55,11,21,29,7,3,9,6
torrent,2023-02-10T00:34:50Z,24,21,3,3,0,9,46,9,10,4,17,67,5,7,11,19,3
now,2021-03-13T23:57:10Z,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,6
pg_graphql,2020-12-04T17:50:46Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
xonsh,2023-09-05T23:17:43Z,21,11,16,3,11,6,8,7,11,1,8,9,10,11,16,66,56
netty,2023-01-17T12:47:32Z,36,22,45,27,66,30,41,23,60,56,45,35,52,52,56,43,45
gensim,2021-04-06T14:21:29Z,5,53,42,5,0,8,3,49,19,43,13,11,19,37,8,1,11
semaphore,2024-11-21T00:35:04Z,164,130,97,64,123,13,67,186,108,172,114,47,179,302,180,37,119
HeroicGamesLauncher,2022-05-03T22:55:18Z,33,67,15,83,79,36,121,48,98,41,124,114,30,44,56,94,174
Respawn,2022-01-21T23:25:01Z,0,0,0,0,2,2,0,0,10,0,0,2,0,0,2,0,7
create-dmg,2019-05-23T14:30:31Z,0,2,1,0,0,0,0,0,6,2,2,0,0,0,0,4,0
servo,2024-03-13T09:25:45Z,85,238,148,143,146,110,193,166,325,184,164,156,171,269,217,332,216
rnote,2022-09-30T15:18:18Z,152,87,41,118,132,35,54,6,28,100,141,108,106,92,64,47,36
outline,2022-02-10T23:49:20Z,57,95,53,63,76,51,75,66,98,87,117,76,56,122,94,109,102
dprint,2021-06-09T16:38:20Z,18,6,6,12,11,11,19,27,20,7,49,28,21,8,13,18,22
YoutubeExplode,2022-07-03T05:39:08Z,3,21,6,14,3,23,1,15,3,7,4,4,11,11,17,39,15
ebiten,2019-12-29T03:35:16Z,77,52,51,53,64,89,59,73,90,46,62,66,62,149,127,128,152
chumsky,2022-02-24T16:37:27Z,0,27,1,10,47,25,46,13,32,36,22,30,19,5,24,11,3
ntfy,2022-09-27T22:06:18Z,92,81,147,161,151,135,25,27,35,70,121,135,139,232,146,48,157
agoo,2024-01-14T22:41:28Z,0,0,3,0,1,2,0,0,3,2,0,6,0,1,4,0,0
react-native-gesture-handler,2023-06-30T11:24:08Z,29,8,7,8,15,6,17,6,8,20,12,16,22,11,7,15,24
medusa,2023-11-02T16:43:10Z,206,155,132,82,105,138,158,130,133,78,205,159,191,188,293,190,351
github-readme-stats,2022-02-11T17:15:51Z,8,3,4,12,15,11,7,0,17,7,0,17,1,12,12,17,72
bacon,2024-11-30T15:37:37Z,15,5,9,1,6,16,5,43,34,35,52,17,14,0,16,16,8
super-productivity,2021-04-09T11:57:01Z,77,126,407,111,55,83,82,54,152,268,113,161,94,165,108,138,141
xyflow,2021-12-13T21:26:36Z,86,29,27,63,3,41,102,126,77,74,51,88,54,91,18,51,92
tokei,2020-05-26T05:21:39Z,0,28,12,8,11,40,41,21,59,68,13,14,13,18,8,21,18
gomplate,2022-05-26T16:05:33Z,18,14,12,15,15,44,39,30,51,47,17,35,27,52,22,26,32
AsyncEx,2020-05-29T23:55:18Z,1,0,0,1,0,0,0,0,1,2,0,0,0,3,0,0,2
mold,2022-04-28T10:01:49Z,66,157,223,105,171,239,160,83,209,237,148,155,339,350,264,126,121
blocky,2021-05-08T22:56:09Z,1,5,12,8,22,37,29,22,11,7,7,20,34,16,18,28,28
firmware,2022-05-19T07:30:08Z,55,84,78,203,278,159,163,154,134,157,49,143,170,320,376,225,327
julia,2020-02-02T20:42:22Z,133,146,195,141,200,120,139,214,162,177,222,247,199,217,220,304,278
ua-parser-js,2024-11-08T23:42:19Z,1,0,3,32,5,8,6,6,61,20,0,8,20,3,12,12,3
kitty,2021-09-05T19:14:00Z,196,111,108,175,193,168,212,174,191,248,337,164,345,335,379,225,75
nextra,2022-11-29T22:55:31Z,102,18,27,19,92,64,35,48,9,82,159,64,77,46,49,38,37
TheAnnoyingSite.com,2021-03-24T17:55:12Z,0,0,0,1,1,0,0,0,0,0,0,10,4,0,0,0,0
wuzz,2025-04-30T02:37:38Z,0,0,0,0,1,0,0,0,3,2,0,0,0,0,6,0,0
Sunshine,2022-12-19T09:12:25Z,53,27,67,13,53,6,82,24,66,95,19,65,60,90,15,35,56
ethers.js,2023-03-05T19:57:51Z,0,0,38,36,53,55,46,83,43,51,18,36,38,20,7,14,30
minijinja,2022-01-30T00:17:46Z,0,0,0,0,47,49,9,36,31,2,19,0,0,3,5,28,174
drizzle-orm,2023-03-17T20:17:25Z,47,28,30,13,108,126,150,84,148,222,173,46,29,118,66,47,112
apprise,2020-07-19T21:57:45Z,22,8,15,3,8,2,3,6,13,21,15,14,3,13,5,17,5
RSSHub-Radar,2022-02-21T06:34:22Z,15,0,0,6,0,0,0,0,2,2,0,4,0,2,1,0,7
huma,2024-03-28T15:05:21Z,1,21,20,54,36,18,46,51,107,97,24,19,35,27,20,45,36
react-pdf,2024-03-27T01:09:54Z,0,0,0,5,0,0,60,27,8,6,1,7,0,0,22,0,37
lowdb,2020-06-03T18:37:31Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
awesome-javascript,2025-02-19T05:04:57Z,2,1,0,3,0,0,0,0,7,2,1,2,0,0,1,6,0
lenis,2024-03-28T12:14:00Z,26,13,21,5,6,23,24,32,16,34,21,29,22,33,14,36,16
mercure,2019-10-18T17:05:50Z,3,32,1,7,7,8,14,3,46,18,2,4,7,1,32,48,31
fiber,2024-07-06T15:25:00Z,26,0,27,34,36,20,11,22,30,9,15,20,28,33,23,30,33
goatcounter,2020-02-20T02:06:10Z,5,34,76,61,13,52,73,137,91,91,100,106,96,105,42,37,11
echo,2022-07-19T18:39:29Z,5,6,15,2,16,1,6,0,5,6,5,9,12,8,2,14,2
react-native-svg,2023-06-30T11:24:08Z,11,13,2,12,1,16,0,4,0,13,9,7,6,6,3,7,7
OneMore,2022-05-31T13:38:13Z,47,51,51,21,69,103,17,1,6,34,0,66,118,149,153,76,66
jaspr,2023-03-13T16:54:32Z,82,77,8,21,11,0,31,20,0,91,73,0,24,79,34,31,19
Next-js-Boilerplate,2023-11-22T14:29:10Z,12,28,9,2,17,111,23,47,53,105,88,20,11,23,44,15,17
gatus,2022-06-17T04:23:24Z,33,24,33,32,3,11,7,8,38,14,19,18,41,40,29,18,16
icons,2022-10-29T17:21:28Z,9,11,7,12,3,6,10,3,14,22,6,3,3,64,35,6,11
neko,2024-03-27T23:49:15Z,2,4,9,1,8,2,8,4,9,7,9,15,26,3,37,0,2
winutil,2023-05-22T20:22:42Z,50,51,10,0,0,0,1,0,7,0,9,3,12,1,6,6,7
markdown-it,2023-03-27T16:09:07Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,32
alive-progress,2023-02-07T23:07:31Z,5,3,0,0,0,0,43,1,0,17,9,10,3,0,0,0,4
kingpin,2021-03-01T06:28:15Z,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0
git-cliff,2022-12-29T10:49:16Z,20,2,4,14,12,11,3,9,19,37,1,2,67,36,31,1,48
tcell,2020-05-28T10:24:20Z,2,0,8,2,4,2,3,3,3,3,0,22,7,11,1,5,6
crest,2021-05-01T16:39:52Z,63,9,39,74,146,111,146,146,205,171,126,100,163,116,80,68,135
django-cms,2024-03-13T08:42:51Z,2,25,4,4,7,13,30,14,5,50,34,5,31,4,10,14,14
shimmy,2025-09-16T19:34:50Z,0,0,0,0,0,0,0,2,172,130,0,0,0,0,0,0,0
EarTrumpet,2023-01-01T01:58:45Z,12,1,0,1,2,9,10,2,22,7,3,6,5,2,4,10,4
fantoccini,2024-01-05T18:49:17Z,2,0,0,23,5,0,3,2,3,5,3,3,1,1,10,8,1
DearPyGui,2020-12-17T16:23:12Z,0,7,213,290,275,330,129,94,113,100,108,109,96,57,163,127,109
beehive,2019-10-05T17:36:00Z,0,2,52,23,0,1,3,0,10,6,1,2,8,5,15,4,1
tweakcn,2025-05-31T02:16:33Z,0,0,0,0,0,0,241,258,88,33,50,5,3,14,0,0,0
ratatui,2023-12-13T20:37:02Z,15,25,40,43,71,62,22,16,57,183,57,37,30,72,39,26,76
hakrawler,2021-02-23T09:13:06Z,3,0,5,0,0,0,0,0,2,0,0,0,0,33,7,2,0
driver.js,2022-09-25T22:25:04Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
react-native-reanimated,2023-06-30T11:24:08Z,29,28,20,48,71,68,41,33,64,104,93,88,90,45,42,41,63
lazygit,2019-11-15T15:23:54Z,72,20,18,6,19,4,14,19,96,26,60,74,154,20,17,2,19
modern-normalize,2019-05-23T14:30:31Z,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,7,0
nerd-fonts,2021-12-03T18:45:11Z,17,7,0,1,10,2,2,44,90,31,14,4,7,2,1,6,58
LicensePlist,2019-10-24T11:02:27Z,0,4,11,0,0,0,3,7,24,4,5,7,2,7,7,0,0
beekeeper-studio,2023-01-26T09:20:02Z,17,37,61,40,54,30,31,8,41,60,107,67,31,47,9,72,124
plotly.py,2023-03-06T00:04:05Z,58,23,11,44,10,23,82,16,55,38,70,113,53,46,29,31,26
chroma,2021-03-01T06:28:15Z,5,6,6,18,7,5,2,7,4,21,34,11,5,15,12,6,4
popeye,2020-01-09T10:49:41Z,37,10,5,16,6,5,17,0,48,15,41,2,15,13,8,20,15
stylus,2023-08-17T22:47:19Z,0,0,1,3,3,1,1,0,5,2,3,6,0,1,1,1,4
mockoon,2023-06-19T06:51:42Z,17,2,8,15,19,6,21,8,16,13,15,18,15,31,16,29,12
ant-design-pro,2025-03-19T10:04:19Z,0,6,0,12,0,0,1,0,0,0,0,6,59,2,0,5,0
oh-my-posh,2021-04-12T20:34:56Z,0,37,110,78,89,55,61,74,59,60,40,37,33,79,77,148,120
neovim,2020-09-21T17:55:12Z,180,169,86,104,114,115,109,135,202,216,280,254,174,139,218,268,227
diceware,2024-06-14T21:45:31Z,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,7
terragrunt,2023-10-10T18:50:17Z,5,9,7,16,8,11,15,19,18,13,19,11,13,21,37,28,21
freya,2023-11-27T14:39:22Z,44,29,30,61,11,14,20,37,46,42,90,64,44,53,20,97,29
Steamworks.NET,2021-04-15T09:00:25Z,5,0,6,1,1,0,1,5,2,6,3,1,3,1,4,6,3
pest,2022-10-06T02:02:01Z,1,1,2,0,1,47,19,4,5,8,5,10,4,5,6,3,7
caire,2021-02-22T13:16:59Z,2,9,0,0,0,4,2,0,0,0,1,14,15,8,0,0,5
youtube-transcript-api,2024-04-12T15:52:33Z,0,0,3,0,11,0,0,0,0,3,0,0,1,6,0,36,0
arktype,2023-03-08T05:39:40Z,9,1,27,5,0,0,0,64,61,16,13,0,13,3,4,14,6
nanoid,2023-03-28T11:26:14Z,7,4,3,1,2,7,0,10,11,2,5,4,2,7,16,9,12
anime,2023-10-24T19:21:11Z,0,0,0,0,0,0,0,0,4,4,0,0,0,7,0,0,0
zigbee2mqtt,2020-01-30T10:44:18Z,43,40,33,26,86,72,68,48,72,66,92,106,70,69,107,105,121
capacitor-firebase,2022-08-28T20:35:59Z,0,0,0,52,15,26,31,17,38,7,7,19,18,6,7,9,21
learn-go-with-tests,2021-01-10T11:39:28Z,14,15,2,0,1,8,2,5,10,14,16,1,5,28,7,6,2
sniffnet,2023-03-20T00:17:44Z,0,124,64,34,68,67,41,100,79,125,151,110,64,107,22,35,32
ferrum,2024-10-03T10:50:16Z,18,2,3,1,3,3,1,0,1,6,4,14,12,9,1,8,0
jose,2020-09-23T16:27:09Z,33,19,13,20,6,3,6,10,27,4,35,48,18,11,52,30,15
listenbrainz-server,2020-09-24T19:39:55Z,31,26,22,43,68,57,62,58,56,16,109,205,63,43,107,80,193
OpenRefine,2021-12-22T03:27:56Z,82,79,55,33,29,39,62,55,47,80,134,97,100,56,65,96,199
ZXing.Net,2022-10-26T21:33:54Z,3,1,0,2,9,0,0,2,4,6,0,14,46,4,0,0,2
awesome-go,2024-05-28T23:05:29Z,8,35,9,12,15,24,17,9,27,26,11,45,36,25,24,46,24
PKHeX,2019-11-02T05:45:05Z,62,43,51,47,43,17,52,58,226,112,153,118,77,63,47,85,63
prost,2021-02-01T06:45:20Z,0,3,1,1,0,12,11,0,2,6,0,2,2,10,1,11,6
reveal.js,2020-03-29T19:33:41Z,9,1,2,6,1,6,24,43,89,58,77,21,2,5,9,2,13
YoutubeDownloader,2022-07-03T05:39:08Z,0,5,0,0,15,16,1,7,1,1,3,3,8,5,11,14,2
tinygrad,2024-01-26T01:46:23Z,103,118,144,209,141,167,224,286,294,157,356,237,324,322,495,376,395
cake,2023-11-04T12:45:55Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
NativeScript,2020-11-22T11:14:15Z,40,16,1,28,14,16,44,20,119,33,47,38,98,42,29,18,8
Inquirer.js,2022-05-07T19:19:38Z,13,3,5,1,1,1,15,9,13,9,27,22,8,15,1,2,8
Radarr,2023-01-20T16:53:38Z,31,34,43,38,39,37,40,37,43,36,26,98,141,53,127,132,66
brew,2019-11-14T02:55:45Z,197,190,178,88,97,78,154,270,198,153,115,187,257,386,329,480,727
patch-package,2022-02-02T21:12:03Z,1,0,0,1,0,2,2,0,0,0,2,1,1,0,1,11,7
UnityIngameDebugConsole,2023-06-07T21:34:01Z,0,0,0,0,1,0,1,1,0,2,0,1,0,2,5,0,3
cheerio,2021-06-07T13:30:29Z,13,9,90,43,32,16,7,46,54,57,49,49,45,39,44,42,42
macroquad,2020-10-13T18:52:12Z,11,9,16,13,20,8,5,12,42,22,31,20,12,15,54,31,13
openscad,2021-09-12T10:22:13Z,85,88,34,42,86,26,13,19,66,102,41,108,50,185,100,128,27
whoogle-search,2021-04-07T14:48:18Z,5,6,12,8,15,7,12,27,30,23,20,6,19,15,51,35,20
pydantic,2023-06-28T06:54:43Z,8,23,19,16,20,86,146,166,222,190,80,102,61,75,29,57,55
goth,2021-12-02T22:22:04Z,1,0,3,2,2,4,14,0,0,9,2,4,10,3,6,1,3
use-gesture,2022-01-20T22:49:35Z,0,0,0,0,28,15,17,21,4,6,19,4,21,2,3,4,5
rust-jwt-simple,2020-11-17T16:10:22Z,0,0,0,0,0,44,6,19,3,6,7,0,10,13,0,2,10
xunit,2024-01-17T22:01:08Z,23,26,16,4,12,24,19,11,17,23,12,19,35,44,73,33,42
Rebus,2021-12-16T09:48:59Z,2,2,2,2,0,1,0,13,0,4,19,4,12,2,4,0,2
yq,2020-12-31T07:05:52Z,22,1,23,4,1,36,55,66,74,73,37,14,13,28,23,56,12
haskanoid,2022-08-25T12:55:17Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
linaria,2022-06-15T19:54:47Z,2,19,8,2,18,8,7,7,25,23,12,6,22,23,10,22,15
glances,2020-12-13T20:40:12Z,7,12,10,20,33,20,11,18,31,38,12,17,35,96,23,49,35
html-agility-pack,2021-03-05T16:07:30Z,0,0,0,0,0,0,0,39,16,15,0,4,0,6,4,0,0
khoj,2023-10-26T14:57:42Z,60,136,13,34,136,206,93,26,78,353,83,102,78,139,222,110,138
Paper,2021-09-01T03:17:41Z,3,0,59,69,107,311,76,96,57,75,157,127,65,48,87,46,39
Apktool,2023-08-24T20:53:05Z,0,3,1,8,3,10,10,68,25,12,31,11,15,11,8,2,15
passport,2021-10-07T22:06:33Z,0,0,0,6,2,0,0,15,1,2,23,1,0,0,8,38,0
Detect-It-Easy,2020-04-28T23:59:21Z,2,1,19,4,5,9,3,1,7,15,11,19,11,4,6,6,5
roop,2022-09-11T09:08:05Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
webtorrent-desktop,2021-07-28T15:43:47Z,26,2,4,2,1,4,9,26,16,22,17,16,5,5,16,4,41
fyne,2020-03-30T16:26:38Z,74,109,110,49,124,108,113,100,231,355,397,134,119,71,168,416,291
piral,2021-08-10T12:25:55Z,92,25,21,48,36,20,14,24,46,66,52,58,30,118,80,124,54
hatch,2022-06-30T03:40:15Z,0,0,10,52,51,57,39,54,18,71,52,45,52,25,32,23,3
puppeteer-sharp,2023-03-05T15:15:33Z,6,3,5,9,2,4,7,9,6,22,1,19,7,22,37,7,21
ArduinoJson,2021-02-04T13:56:56Z,1,20,10,12,12,5,0,4,21,8,20,12,24,14,6,6,13
rustdesk,2022-09-14T05:53:31Z,194,118,95,167,252,193,270,316,390,282,420,353,490,589,759,412,309
awesome-alternatives-in-rust,2021-05-21T07:33:49Z,0,0,0,0,0,0,0,0,73,15,2,0,0,0,2,0,0
svgr,2021-03-24T10:17:56Z,6,0,0,0,11,0,2,0,2,1,0,0,0,2,30,9,33
ImHex,2021-05-19T18:41:49Z,0,0,174,90,164,72,53,37,28,26,15,72,124,60,29,102,115
loki,2019-12-15T17:49:46Z,0,6,5,1,2,8,3,0,29,4,28,9,1,1,15,13,1
logos,2023-05-27T02:26:53Z,0,0,0,0,0,7,0,35,14,27,0,7,0,2,2,4,2
big-AGI,2023-11-21T16:08:59Z,111,341,184,107,82,108,52,161,313,343,332,375,463,187,139,272,357
nextjs-notion-starter-kit,2021-02-18T03:39:45Z,0,0,0,0,0,0,0,135,60,12,6,0,1,1,0,1,15
obsidian-livesync,2022-07-20T10:55:43Z,20,13,4,3,3,11,4,22,29,15,38,18,10,19,24,20,16
web-check,2021-11-18T03:24:35Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17
devdocs,2020-06-27T04:36:28Z,35,8,1,61,12,3,1,10,0,2,3,5,7,241,115,45,47
typst,2023-04-26T14:27:40Z,2,23,16,56,70,83,98,148,201,111,82,66,86,104,103,128,74
frp,2023-02-21T12:34:58Z,3,4,4,1,9,0,9,7,23,9,4,13,11,12,3,6,22
ghostwriter,2022-01-04T12:51:52Z,32,8,4,1,13,0,3,14,0,3,62,1,14,21,12,22,27
RustScan,2022-11-18T17:34:23Z,0,2,0,0,0,0,0,0,9,5,0,1,1,1,0,3,1
rustdesk-server,2022-09-14T05:53:31Z,0,0,0,0,15,17,40,6,9,2,5,0,38,28,22,9,3
Lidarr,2022-12-08T15:20:11Z,30,20,17,15,9,24,24,26,48,58,22,12,55,99,50,91,79
DALLE2-pytorch,2022-06-07T10:51:47Z,0,0,0,0,0,0,181,207,56,104,21,7,5,4,2,0,1
json,2019-12-14T04:08:42Z,24,4,21,34,12,17,25,53,6,12,13,19,55,191,113,191,45
cargo-expand,2019-11-15T20:49:51Z,2,16,1,1,0,13,0,0,3,7,0,0,9,18,5,10,12
react-native-paper,2022-06-15T19:54:47Z,21,11,14,11,7,18,7,13,38,15,36,26,43,40,45,26,29
go-tools,2019-05-23T16:11:59Z,20,0,7,0,26,1,54,55,77,54,23,29,41,56,5,10,1
bat,2019-10-31T13:09:27Z,36,11,11,34,11,8,34,30,45,31,33,11,35,97,119,105,63
hugo-PaperMod,2023-06-06T00:53:10Z,0,2,3,0,15,4,9,1,2,8,9,0,7,15,16,7,7
thruk,2022-06-08T09:21:37Z,36,42,53,9,16,9,4,85,150,150,98,45,45,55,56,30,32
react-use,2023-08-24T18:54:28Z,0,0,0,0,0,0,0,0,0,0,1,2,2,13,0,0,0
vivid,2019-10-31T13:09:27Z,0,0,0,0,0,0,0,0,1,1,5,0,3,0,1,0,1
ComputeSharp,2020-12-08T23:12:05Z,32,2,7,0,10,12,0,186,155,113,115,137,7,33,0,74,0
capacitor-plugins,2022-08-28T20:35:59Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32
taskwarrior,2021-05-26T08:35:20Z,8,1,156,161,82,0,66,101,67,87,23,69,135,124,33,46,58
sysinfo,2020-01-23T21:26:00Z,4,21,6,3,15,2,16,51,75,87,53,62,24,15,48,7,4
async-trait,2019-11-15T20:49:51Z,0,0,0,0,50,17,17,27,9,21,2,6,14,23,13,30,1
kmon,2022-12-29T10:49:16Z,0,0,0,1,1,9,8,0,4,3,0,2,27,17,13,2,0
commander.js,2019-08-24T17:31:51Z,2,0,2,8,12,19,41,22,24,27,19,17,18,25,38,16,7
Resume-Matcher,2025-01-20T17:21:57Z,3,3,2,1,0,3,1,15,9,0,0,51,73,9,59,24,0
DPlayer,2022-02-21T06:34:22Z,0,1,0,0,0,0,0,11,0,0,1,3,3,2,33,2,0
vllm,2024-07-20T15:44:32Z,78,99,93,98,201,218,220,329,372,378,322,356,430,337,413,489,661
pipenv,2022-06-30T03:40:15Z,5,95,8,46,18,68,44,20,35,73,138,180,133,125,80,13,26
react-dropzone,2024-08-19T19:50:27Z,0,0,0,0,0,0,0,0,0,0,19,9,0,0,2,0,0
Fuse,2021-12-03T18:21:52Z,0,0,2,0,0,0,0,3,22,0,4,1,1,21,6,0,1
quartz,2023-09-05T17:13:01Z,8,9,5,3,4,28,53,169,74,19,41,49,108,131,54,10,21
execa,2019-05-23T14:30:31Z,0,1,6,1,0,1,17,7,47,60,10,2,1,12,6,10,1
Ben.Demystifier,2020-12-08T19:45:54Z,0,0,0,0,1,0,0,0,10,32,2,1,7,0,0,0,0
notcurses,2023-11-12T03:00:09Z,4,6,0,0,0,1,0,0,1,1,5,5,15,2,0,15,0
arkade,2019-07-01T07:03:28Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,28
axios,2022-03-30T21:45:05Z,0,8,19,19,1,19,8,12,21,24,81,40,4,4,20,41,27
SharpLab,2021-05-24T06:51:09Z,2,0,5,8,35,5,10,2,75,47,14,3,74,32,34,5,2
html5ever,2024-03-13T09:25:45Z,1,8,1,0,0,0,0,0,8,14,0,4,1,5,2,3,2
eslint-plugin-react,2023-10-11T13:23:06Z,0,0,1,5,5,12,14,7,3,9,6,9,7,17,9,24,9
yay,2022-09-11T19:14:10Z,3,23,10,2,3,7,3,28,21,6,36,16,22,19,25,53,27
qs,2019-07-16T16:04:47Z,0,0,2,4,4,0,1,16,5,9,9,9,6,3,10,0,19
fd,2019-10-31T13:09:27Z,6,4,7,5,6,0,0,27,6,7,10,10,15,12,76,37,1
binsider,2022-12-29T10:49:16Z,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,2,3
just,2024-04-02T21:29:20Z,3,0,20,15,29,32,6,14,1,68,50,35,18,27,16,23,29
mergerfs,2020-01-10T16:19:03Z,34,7,0,8,12,3,0,4,12,17,8,4,8,13,25,47,17
RSSHub,2022-02-21T06:34:22Z,56,35,71,51,21,165,7,131,250,163,190,164,145,156,181,162,113
keepass2android,2020-05-10T08:40:34Z,12,249,21,8,61,17,6,0,1,20,82,206,21,43,29,24,151
REFramework,2024-03-03T20:08:20Z,2,4,6,7,0,2,12,3,56,70,30,14,11,0,10,9,32
type-fest,2019-05-23T14:30:31Z,0,0,0,0,0,0,17,10,11,3,6,5,12,2,1,1,6
create-better-t-stack,2025-05-18T13:04:39Z,0,0,0,0,0,133,146,154,149,97,99,156,103,98,0,0,0
pixijs,2023-07-16T21:52:40Z,60,44,43,63,49,40,9,57,30,17,209,173,263,214,357,147,92
coolify,2022-08-07T10:00:05Z,0,1,206,134,366,184,39,146,273,358,155,234,109,111,55,153,130
electron-react-boilerplate,2021-10-25T15:00:09Z,1,4,7,1,0,0,5,2,11,15,16,6,2,5,13,5,3
horcrux,2019-11-15T15:23:54Z,0,0,0,0,0,0,0,0,0,0,31,0,0,1,2,2,2
ultimate_rust_crash_course,2022-10-09T02:10:27Z,4,0,0,2,1,0,0,4,2,7,3,3,7,2,3,2,7
faer-rs,2024-02-18T08:49:31Z,1,3,0,19,71,23,6,0,62,22,16,44,4,2,20,29,59
kratos,2021-05-24T01:41:34Z,17,16,0,21,6,46,49,47,59,122,89,56,69,36,32,31,33
stalwart,2022-09-28T08:58:20Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,25
supabase,2020-12-04T17:50:46Z,46,57,25,69,60,54,62,153,440,112,136,478,160,387,189,334,142
react-error-boundary,2023-04-02T03:59:52Z,0,0,0,0,0,0,0,14,5,20,5,10,8,0,0,0,2
afero,2025-03-17T17:43:31Z,0,0,0,0,1,0,15,16,13,18,13,1,2,7,15,6,0
polybar,2022-02-03T23:09:40Z,2,6,0,62,20,3,0,14,16,61,28,10,7,9,10,19,29
biome,2023-09-29T05:09:05Z,16,44,51,43,56,53,60,119,190,109,200,225,183,126,194,224,237
Harmony,2021-09-12T20:56:42Z,1,12,2,5,0,0,17,3,8,20,0,16,33,14,24,14,4
insta,2022-01-30T00:17:46Z,0,0,0,11,9,1,0,5,17,0,7,2,2,4,26,53,13
